Train Episode: 1	Loss: 0.841842	Accuracy: 0.830	 Current training data: 130
Train Episode: 2	Loss: 1.288880	Accuracy: 0.590	 Current training data: 130
Train Episode: 3	Loss: 0.808787	Accuracy: 0.820	 Current training data: 130
Train Episode: 4	Loss: 0.510791	Accuracy: 0.860	 Current training data: 130
Train Episode: 5	Loss: 0.323546	Accuracy: 0.900	 Current training data: 130
Train Episode: 6	Loss: 0.408460	Accuracy: 0.880	 Current training data: 130
Train Episode: 7	Loss: 0.269523	Accuracy: 0.920	 Current training data: 130
Train Episode: 8	Loss: 0.964973	Accuracy: 0.820	 Current training data: 130
Train Episode: 9	Loss: 0.525252	Accuracy: 0.890	 Current training data: 130
Train Episode: 10	Loss: 0.416244	Accuracy: 0.860	 Current training data: 130
Train Episode: 11	Loss: 0.218467	Accuracy: 0.930	 Current training data: 130
Train Episode: 12	Loss: 0.992429	Accuracy: 0.880	 Current training data: 130
Train Episode: 13	Loss: 0.731432	Accuracy: 0.800	 Current training data: 130
Train Episode: 14	Loss: 0.287904	Accuracy: 0.900	 Current training data: 130
Train Episode: 15	Loss: 0.595229	Accuracy: 0.850	 Current training data: 130
Train Episode: 16	Loss: 0.468297	Accuracy: 0.900	 Current training data: 130
Train Episode: 17	Loss: 0.129786	Accuracy: 0.950	 Current training data: 130
Train Episode: 18	Loss: 0.653633	Accuracy: 0.860	 Current training data: 130
Train Episode: 19	Loss: 0.303505	Accuracy: 0.890	 Current training data: 130
Train Episode: 20	Loss: 0.409500	Accuracy: 0.920	 Current training data: 130
