Train Episode: 1	Loss: 1.672357	Accuracy: 0.460	 Current training data per class: 70
Train Episode: 2	Loss: 1.685022	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 3	Loss: 11.069836	Accuracy: 0.220	 Current training data per class: 70
Train Episode: 4	Loss: 1.468877	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 5	Loss: 1.826491	Accuracy: 0.250	 Current training data per class: 70
Train Episode: 6	Loss: 4.861188	Accuracy: 0.340	 Current training data per class: 70
Train Episode: 7	Loss: 1.627511	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 8	Loss: 1.952153	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 9	Loss: 1.684502	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 10	Loss: 1.840986	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 11	Loss: 1.675166	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 12	Loss: 1.365895	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 13	Loss: 1.549799	Accuracy: 0.330	 Current training data per class: 70
Train Episode: 14	Loss: 1.639337	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 15	Loss: 1.637696	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 16	Loss: 2.093762	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 17	Loss: 1.850561	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 18	Loss: 2.695839	Accuracy: 0.330	 Current training data per class: 70
Train Episode: 19	Loss: 1.617067	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 20	Loss: 1.969286	Accuracy: 0.590	 Current training data per class: 70
