Train Episode: 1	Loss: 61689.203125	Accuracy: 0.270	 Current training data per class: 275
Train Episode: 2	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 3	Loss: 14351.639648	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 4	Loss: 13580.997070	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 5	Loss: 8736.366211	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 6	Loss: 138122.859375	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 7	Loss: 7967.562988	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 8	Loss: 7433.044922	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 9	Loss: 2912.547119	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 12	Loss: 2703.336182	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 13	Loss: 7836.122070	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 14	Loss: 6274.163574	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 15	Loss: 10008.619141	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 16	Loss: 141333177366977970176.000000	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 275
Train Episode: 18	Loss: 11620.619141	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 19	Loss: 14086.829102	Accuracy: 0.200	 Current training data per class: 275
Train Episode: 20	Loss: 19016.673828	Accuracy: 0.400	 Current training data per class: 275
