Train Episode: 1	Loss: 1.145893	Accuracy: 0.570	 Current training data: 70
Train Episode: 2	Loss: 0.902406	Accuracy: 0.680	 Current training data: 70
Train Episode: 3	Loss: 0.704412	Accuracy: 0.770	 Current training data: 70
Train Episode: 4	Loss: 0.702956	Accuracy: 0.740	 Current training data: 70
Train Episode: 5	Loss: 0.979982	Accuracy: 0.540	 Current training data: 70
Train Episode: 6	Loss: 1.509432	Accuracy: 0.510	 Current training data: 70
Train Episode: 7	Loss: 0.928184	Accuracy: 0.520	 Current training data: 70
Train Episode: 8	Loss: 1.815563	Accuracy: 0.330	 Current training data: 70
Train Episode: 9	Loss: 0.790711	Accuracy: 0.740	 Current training data: 70
Train Episode: 10	Loss: 0.991877	Accuracy: 0.640	 Current training data: 70
Train Episode: 11	Loss: 1.010750	Accuracy: 0.620	 Current training data: 70
Train Episode: 12	Loss: 0.990905	Accuracy: 0.650	 Current training data: 70
Train Episode: 13	Loss: 1.572329	Accuracy: 0.410	 Current training data: 70
Train Episode: 14	Loss: 1.041936	Accuracy: 0.470	 Current training data: 70
Train Episode: 15	Loss: 0.942731	Accuracy: 0.650	 Current training data: 70
Train Episode: 16	Loss: 1.417544	Accuracy: 0.390	 Current training data: 70
Train Episode: 17	Loss: 1.201258	Accuracy: 0.400	 Current training data: 70
Train Episode: 18	Loss: 1.368458	Accuracy: 0.330	 Current training data: 70
Train Episode: 19	Loss: 0.901755	Accuracy: 0.650	 Current training data: 70
Train Episode: 20	Loss: 0.686540	Accuracy: 0.770	 Current training data: 70
