Train Episode: 1	Loss: 0.805300	Accuracy: 0.840	 Current training data: 70
Train Episode: 2	Loss: 0.909795	Accuracy: 0.810	 Current training data: 70
Train Episode: 3	Loss: 0.668698	Accuracy: 0.720	 Current training data: 70
Train Episode: 4	Loss: 0.591744	Accuracy: 0.780	 Current training data: 70
Train Episode: 5	Loss: 0.804010	Accuracy: 0.770	 Current training data: 70
Train Episode: 6	Loss: 1.073037	Accuracy: 0.630	 Current training data: 70
Train Episode: 7	Loss: 0.606796	Accuracy: 0.800	 Current training data: 70
Train Episode: 8	Loss: 1.062441	Accuracy: 0.660	 Current training data: 70
Train Episode: 9	Loss: 1.056629	Accuracy: 0.650	 Current training data: 70
Train Episode: 10	Loss: 0.887770	Accuracy: 0.630	 Current training data: 70
Train Episode: 11	Loss: 0.864316	Accuracy: 0.690	 Current training data: 70
Train Episode: 12	Loss: 1.069463	Accuracy: 0.680	 Current training data: 70
Train Episode: 13	Loss: 1.011603	Accuracy: 0.700	 Current training data: 70
Train Episode: 14	Loss: 1.070314	Accuracy: 0.580	 Current training data: 70
Train Episode: 15	Loss: 0.920581	Accuracy: 0.750	 Current training data: 70
Train Episode: 16	Loss: 0.763912	Accuracy: 0.810	 Current training data: 70
Train Episode: 17	Loss: 1.041972	Accuracy: 0.740	 Current training data: 70
Train Episode: 18	Loss: 1.199055	Accuracy: 0.460	 Current training data: 70
Train Episode: 19	Loss: 1.102750	Accuracy: 0.650	 Current training data: 70
Train Episode: 20	Loss: 0.607341	Accuracy: 0.940	 Current training data: 70
