Train Episode: 1	Loss: 94.442665	Accuracy: 0.230	 Current training data per class: 30
Train Episode: 2	Loss: 18.965935	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 3	Loss: 17.819647	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 4	Loss: 218.402328	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 5	Loss: 10.118482	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 6	Loss: 129.067749	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 7	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 30
Train Episode: 8	Loss: 454.942566	Accuracy: 0.270	 Current training data per class: 30
Train Episode: 9	Loss: 13.193067	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 10	Loss: 1.842084	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 30
Train Episode: 12	Loss: 644.213562	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 13	Loss: 23.400017	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 14	Loss: 38.482803	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 15	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 30
Train Episode: 16	Loss: 11.270419	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 30
Train Episode: 18	Loss: 15.182303	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 19	Loss: 38.470303	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 16.876968	Accuracy: 0.200	 Current training data per class: 30
