Train Episode: 1	Loss: 1.005277	Accuracy: 0.590	 Current training data: 50
Train Episode: 2	Loss: 1.560597	Accuracy: 0.220	 Current training data: 50
Train Episode: 3	Loss: 1.488358	Accuracy: 0.200	 Current training data: 50
Train Episode: 4	Loss: 1.622797	Accuracy: 0.200	 Current training data: 50
Train Episode: 5	Loss: 1.675950	Accuracy: 0.200	 Current training data: 50
Train Episode: 6	Loss: 1.523034	Accuracy: 0.340	 Current training data: 50
Train Episode: 7	Loss: 1.460093	Accuracy: 0.350	 Current training data: 50
Train Episode: 8	Loss: 1.144587	Accuracy: 0.490	 Current training data: 50
Train Episode: 9	Loss: 1.322690	Accuracy: 0.430	 Current training data: 50
Train Episode: 10	Loss: 1.628121	Accuracy: 0.350	 Current training data: 50
Train Episode: 11	Loss: 1.083184	Accuracy: 0.570	 Current training data: 50
Train Episode: 12	Loss: 1.503192	Accuracy: 0.260	 Current training data: 50
Train Episode: 13	Loss: 1.638602	Accuracy: 0.290	 Current training data: 50
Train Episode: 14	Loss: 1.504454	Accuracy: 0.270	 Current training data: 50
Train Episode: 15	Loss: 1.047610	Accuracy: 0.560	 Current training data: 50
Train Episode: 16	Loss: 1.404224	Accuracy: 0.440	 Current training data: 50
Train Episode: 17	Loss: 1.665855	Accuracy: 0.220	 Current training data: 50
Train Episode: 18	Loss: 1.487136	Accuracy: 0.420	 Current training data: 50
Train Episode: 19	Loss: 1.483686	Accuracy: 0.400	 Current training data: 50
Train Episode: 20	Loss: 1.434954	Accuracy: 0.480	 Current training data: 50
