Train Episode: 1	Loss: 2.567864	Accuracy: 0.350	 Current training data per class: 70
Train Episode: 2	Loss: 1.583627	Accuracy: 0.370	 Current training data per class: 70
Train Episode: 3	Loss: 1.678345	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 4	Loss: 1.460158	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 5	Loss: 1.684439	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 6	Loss: 1.691656	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 7	Loss: 1.845587	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 8	Loss: 1.839807	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 9	Loss: 1.686810	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 10	Loss: 1.667888	Accuracy: 0.310	 Current training data per class: 70
Train Episode: 11	Loss: 1.705561	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 12	Loss: 1.361691	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 13	Loss: 1.824329	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 14	Loss: 1.669354	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 15	Loss: 5.989391	Accuracy: 0.510	 Current training data per class: 70
Train Episode: 16	Loss: 1.669754	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 17	Loss: 1.655615	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 18	Loss: 1.279256	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 19	Loss: 2.986817	Accuracy: 0.370	 Current training data per class: 70
Train Episode: 20	Loss: 1.539577	Accuracy: 0.580	 Current training data per class: 70
