Train Episode: 1	Loss: 3.906033	Accuracy: 0.070	Current Training Data Per Class 1: 19	Loss 2: 4.198755	Accuracy 2: 0.000	Current Training Data Per Class 2: 16	 Total loss: 4.052394	 Total Accuracy: 0.035
Train Episode: 2	Loss: 4.051842	Accuracy: 0.000	Current Training Data Per Class 1: 28	Loss 2: 4.040370	Accuracy 2: 0.010	Current Training Data Per Class 2: 20	 Total loss: 4.046106	 Total Accuracy: 0.005
Train Episode: 3	Loss: 4.086504	Accuracy: 0.000	Current Training Data Per Class 1: 36	Loss 2: 4.087442	Accuracy 2: 0.000	Current Training Data Per Class 2: 31	 Total loss: 4.086973	 Total Accuracy: 0.000
Train Episode: 4	Loss: 4.051528	Accuracy: 0.010	Current Training Data Per Class 1: 19	Loss 2: 4.032319	Accuracy 2: 0.000	Current Training Data Per Class 2: 29	 Total loss: 4.041923	 Total Accuracy: 0.005
Train Episode: 5	Loss: 4.012063	Accuracy: 0.000	Current Training Data Per Class 1: 15	Loss 2: 4.061439	Accuracy 2: 0.000	Current Training Data Per Class 2: 36	 Total loss: 4.036751	 Total Accuracy: 0.000
Train Episode: 6	Loss: 4.071249	Accuracy: 0.000	Current Training Data Per Class 1: 15	Loss 2: 4.023088	Accuracy 2: 0.000	Current Training Data Per Class 2: 18	 Total loss: 4.047169	 Total Accuracy: 0.000
Train Episode: 7	Loss: 4.068900	Accuracy: 0.000	Current Training Data Per Class 1: 32	Loss 2: 4.050016	Accuracy 2: 0.000	Current Training Data Per Class 2: 26	 Total loss: 4.059458	 Total Accuracy: 0.000
Train Episode: 8	Loss: 4.057503	Accuracy: 0.000	Current Training Data Per Class 1: 6	Loss 2: 4.033789	Accuracy 2: 0.000	Current Training Data Per Class 2: 37	 Total loss: 4.045646	 Total Accuracy: 0.000
Train Episode: 9	Loss: 4.065553	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 4.068225	Accuracy 2: 0.000	Current Training Data Per Class 2: 8	 Total loss: 4.066889	 Total Accuracy: 0.000
Train Episode: 10	Loss: 4.030931	Accuracy: 0.000	Current Training Data Per Class 1: 6	Loss 2: 4.086993	Accuracy 2: 0.000	Current Training Data Per Class 2: 16	 Total loss: 4.058962	 Total Accuracy: 0.000
Train Episode: 11	Loss: 4.109267	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 3.998541	Accuracy 2: 0.000	Current Training Data Per Class 2: 31	 Total loss: 4.053904	 Total Accuracy: 0.000
Train Episode: 12	Loss: 4.053397	Accuracy: 0.000	Current Training Data Per Class 1: 31	Loss 2: 4.028255	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 4.040826	 Total Accuracy: 0.000
