Train Episode: 1	Loss: 1.758988	Accuracy: 0.310	 Current training data: 10
Train Episode: 2	Loss: 1.701808	Accuracy: 0.200	 Current training data: 10
Train Episode: 3	Loss: 1.865793	Accuracy: 0.230	 Current training data: 10
Train Episode: 4	Loss: 1.771578	Accuracy: 0.210	 Current training data: 10
Train Episode: 5	Loss: 1.741637	Accuracy: 0.200	 Current training data: 10
Train Episode: 6	Loss: 1.772674	Accuracy: 0.200	 Current training data: 10
Train Episode: 7	Loss: 1.708670	Accuracy: 0.230	 Current training data: 10
Train Episode: 8	Loss: 1.705919	Accuracy: 0.200	 Current training data: 10
Train Episode: 9	Loss: 1.767069	Accuracy: 0.200	 Current training data: 10
Train Episode: 10	Loss: 1.764447	Accuracy: 0.210	 Current training data: 10
Train Episode: 11	Loss: 1.705742	Accuracy: 0.230	 Current training data: 10
Train Episode: 12	Loss: 1.411515	Accuracy: 0.400	 Current training data: 10
Train Episode: 13	Loss: 1.434236	Accuracy: 0.400	 Current training data: 10
Train Episode: 14	Loss: 1.411043	Accuracy: 0.400	 Current training data: 10
Train Episode: 15	Loss: 1.780749	Accuracy: 0.200	 Current training data: 10
Train Episode: 16	Loss: 1.567202	Accuracy: 0.400	 Current training data: 10
Train Episode: 17	Loss: 1.685615	Accuracy: 0.240	 Current training data: 10
Train Episode: 18	Loss: 1.806678	Accuracy: 0.200	 Current training data: 10
Train Episode: 19	Loss: 1.741394	Accuracy: 0.200	 Current training data: 10
Train Episode: 20	Loss: 1.862422	Accuracy: 0.200	 Current training data: 10
