Train Episode: 1	Loss: 1.590178	Accuracy: 0.360	 Current training data per class: 10
Train Episode: 2	Loss: 2.458318	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 3	Loss: 4.547821	Accuracy: 0.230	 Current training data per class: 10
Train Episode: 4	Loss: 2.534294	Accuracy: 0.170	 Current training data per class: 10
Train Episode: 5	Loss: 2.653642	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 6	Loss: 2.093573	Accuracy: 0.190	 Current training data per class: 10
Train Episode: 7	Loss: 2.420183	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 8	Loss: 2.014990	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 9	Loss: 2.197613	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 10	Loss: 3.791579	Accuracy: 0.090	 Current training data per class: 10
Train Episode: 11	Loss: 2.224193	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 12	Loss: 1.946562	Accuracy: 0.400	 Current training data per class: 10
Train Episode: 13	Loss: 2.310649	Accuracy: 0.180	 Current training data per class: 10
Train Episode: 14	Loss: 1.969931	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 15	Loss: 2.920785	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 16	Loss: 3.584573	Accuracy: 0.060	 Current training data per class: 10
Train Episode: 17	Loss: 2.415219	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 18	Loss: 1.756755	Accuracy: 0.400	 Current training data per class: 10
Train Episode: 19	Loss: 2.103183	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 20	Loss: 2.213128	Accuracy: 0.110	 Current training data per class: 10
