Train Episode: 1	Loss: 2.023700	Accuracy: 0.540	 Current training data per class: 170
Train Episode: 2	Loss: 1.695406	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 3	Loss: 3.926267	Accuracy: 0.320	 Current training data per class: 170
Train Episode: 4	Loss: 1.667357	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 5	Loss: 1.614880	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 6	Loss: 2.603314	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 7	Loss: 1.753626	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 8	Loss: 1.733945	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 9	Loss: 1.645227	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 10	Loss: 1.634174	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 11	Loss: 3.150960	Accuracy: 0.380	 Current training data per class: 170
Train Episode: 12	Loss: 1.814086	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 13	Loss: 1.863299	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 14	Loss: 1.289211	Accuracy: 0.390	 Current training data per class: 170
Train Episode: 15	Loss: 1.360536	Accuracy: 0.380	 Current training data per class: 170
Train Episode: 16	Loss: 1.681211	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 17	Loss: 1.866842	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 18	Loss: 1.344072	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 19	Loss: 1.834743	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 20	Loss: 2.932563	Accuracy: 0.190	 Current training data per class: 170
