Train Episode: 1	Loss: 94399456.000000	Accuracy: 0.210	 Current training data per class: 70
Train Episode: 2	Loss: 127547809792.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 3	Loss: 74067.218750	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 4	Loss: 715.050293	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 5	Loss: 560852834975744.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 6	Loss: 935.985779	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 7	Loss: 10.930120	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 8	Loss: 1682466196684800.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 9	Loss: 9547121664.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 10	Loss: 572.430603	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 11	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 12	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 13	Loss: 506152.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 14	Loss: 2364952479445024768.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 15	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 70
Train Episode: 16	Loss: 255105974272.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 17	Loss: 210371536.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 18	Loss: 1175747.875000	Accuracy: 0.400	 Current training data per class: 70
Train Episode: 19	Loss: 3237658368.000000	Accuracy: 0.200	 Current training data per class: 70
Train Episode: 20	Loss: 4327606784.000000	Accuracy: 0.400	 Current training data per class: 70
