Train Episode: 1	Loss: 1.359314	Accuracy: 0.420	 Current training data per class: 40
Train Episode: 2	Loss: 1.677155	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 3	Loss: 1.628199	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 4	Loss: 1.380771	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 5	Loss: 1.632631	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 6	Loss: 1.642480	Accuracy: 0.190	 Current training data per class: 40
Train Episode: 7	Loss: 1.740590	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 9	Loss: 1.564745	Accuracy: 0.230	 Current training data per class: 40
Train Episode: 10	Loss: 2.460163	Accuracy: 0.230	 Current training data per class: 40
Train Episode: 11	Loss: 1.715237	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 12	Loss: 1.418084	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 13	Loss: 1.726483	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 14	Loss: 1.618583	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 15	Loss: 1.703352	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 16	Loss: 3.850147	Accuracy: 0.180	 Current training data per class: 40
Train Episode: 17	Loss: 1.662520	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 18	Loss: 3.830054	Accuracy: 0.410	 Current training data per class: 40
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 40
Train Episode: 20	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 40
