Train Episode: 1	Loss: 1.523861	Accuracy: 0.410	 Current training data per class: 120
Train Episode: 2	Loss: 1.666117	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 3	Loss: 1.617063	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 4	Loss: 1.333175	Accuracy: 0.400	 Current training data per class: 120
Train Episode: 5	Loss: 1.554263	Accuracy: 0.290	 Current training data per class: 120
Train Episode: 6	Loss: 1.650277	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 7	Loss: 1.884060	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 8	Loss: 1.626505	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 9	Loss: 1.634761	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 10	Loss: 1.638671	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 11	Loss: 1.644569	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 12	Loss: 1.438490	Accuracy: 0.380	 Current training data per class: 120
Train Episode: 13	Loss: 1.613827	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 14	Loss: 4.958686	Accuracy: 0.290	 Current training data per class: 120
Train Episode: 15	Loss: 1.620186	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 16	Loss: 1.653206	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 17	Loss: 1.738105	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 18	Loss: 2.638525	Accuracy: 0.400	 Current training data per class: 120
Train Episode: 19	Loss: 1.826879	Accuracy: 0.260	 Current training data per class: 120
Train Episode: 20	Loss: 1.358310	Accuracy: 0.400	 Current training data per class: 120
