Train Episode: 1	Loss: 1.311412	Accuracy: 0.430	 Current training data per class: 170
Train Episode: 2	Loss: 2.209176	Accuracy: 0.210	 Current training data per class: 170
Train Episode: 3	Loss: 1.624694	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 4	Loss: 1.354822	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 5	Loss: 1.614892	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 6	Loss: 1.614700	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 7	Loss: 1.621965	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 8	Loss: 1.613092	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 9	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 10	Loss: 1.617234	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 11	Loss: 1.619573	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 12	Loss: 1.397975	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 13	Loss: 1.481592	Accuracy: 0.280	 Current training data per class: 170
Train Episode: 14	Loss: 1.626449	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 15	Loss: 1.618943	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 16	Loss: 1.825934	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 17	Loss: 1.713369	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 18	Loss: 1.336507	Accuracy: 0.400	 Current training data per class: 170
Train Episode: 19	Loss: 1.616780	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 20	Loss: 1.382288	Accuracy: 0.400	 Current training data per class: 170
