Runner Episode: 1	Loss: 0.332234	Accuracy: 0.920 	 Current Training Data Per Class: 325
Runner Episode: 2	Loss: 0.371258	Accuracy: 0.880 	 Current Training Data Per Class: 325
Runner Episode: 3	Loss: 0.088618	Accuracy: 0.980 	 Current Training Data Per Class: 325
Runner Episode: 4	Loss: 0.440016	Accuracy: 0.860 	 Current Training Data Per Class: 325
Runner Episode: 5	Loss: 0.394868	Accuracy: 0.840 	 Current Training Data Per Class: 325
Runner Episode: 6	Loss: 0.228743	Accuracy: 0.920 	 Current Training Data Per Class: 325
Runner Episode: 7	Loss: 0.323741	Accuracy: 0.890 	 Current Training Data Per Class: 325
Runner Episode: 8	Loss: 0.478712	Accuracy: 0.840 	 Current Training Data Per Class: 325
Runner Episode: 9	Loss: 0.852481	Accuracy: 0.690 	 Current Training Data Per Class: 325
Runner Episode: 10	Loss: 0.328019	Accuracy: 0.900 	 Current Training Data Per Class: 325
Runner Episode: 11	Loss: 0.298505	Accuracy: 0.910 	 Current Training Data Per Class: 325
Runner Episode: 12	Loss: 0.314292	Accuracy: 0.880 	 Current Training Data Per Class: 325
Runner Episode: 13	Loss: 0.625300	Accuracy: 0.770 	 Current Training Data Per Class: 325
Runner Episode: 14	Loss: 0.561293	Accuracy: 0.770 	 Current Training Data Per Class: 325
Runner Episode: 15	Loss: 0.578889	Accuracy: 0.800 	 Current Training Data Per Class: 325
Runner Episode: 16	Loss: 0.118338	Accuracy: 0.970 	 Current Training Data Per Class: 325
Runner Episode: 17	Loss: 0.221347	Accuracy: 0.920 	 Current Training Data Per Class: 325
Runner Episode: 18	Loss: 0.430412	Accuracy: 0.820 	 Current Training Data Per Class: 325
Runner Episode: 19	Loss: 0.471202	Accuracy: 0.870 	 Current Training Data Per Class: 325
Runner Episode: 20	Loss: 0.377519	Accuracy: 0.890 	 Current Training Data Per Class: 325
Runner Episode: 21	Loss: 0.381159	Accuracy: 0.860 	 Current Training Data Per Class: 325
Runner Episode: 22	Loss: 0.589754	Accuracy: 0.780 	 Current Training Data Per Class: 325
Runner Episode: 23	Loss: 0.250154	Accuracy: 0.930 	 Current Training Data Per Class: 325
Runner Episode: 24	Loss: 0.234428	Accuracy: 0.940 	 Current Training Data Per Class: 325
Runner Episode: 25	Loss: 0.617224	Accuracy: 0.720 	 Current Training Data Per Class: 325
Runner Episode: 26	Loss: 0.347816	Accuracy: 0.870 	 Current Training Data Per Class: 325
Runner Episode: 27	Loss: 0.531395	Accuracy: 0.840 	 Current Training Data Per Class: 325
Runner Episode: 28	Loss: 0.312840	Accuracy: 0.910 	 Current Training Data Per Class: 325
Runner Episode: 29	Loss: 0.339773	Accuracy: 0.890 	 Current Training Data Per Class: 325
Runner Episode: 30	Loss: 0.310310	Accuracy: 0.920 	 Current Training Data Per Class: 325
Runner Episode: 31	Loss: 0.235600	Accuracy: 0.930 	 Current Training Data Per Class: 325
Runner Episode: 32	Loss: 0.159015	Accuracy: 0.950 	 Current Training Data Per Class: 325
Runner Episode: 33	Loss: 0.367332	Accuracy: 0.890 	 Current Training Data Per Class: 325
Runner Episode: 34	Loss: 0.147228	Accuracy: 0.960 	 Current Training Data Per Class: 325
Runner Episode: 35	Loss: 0.266570	Accuracy: 0.920 	 Current Training Data Per Class: 325
Runner Episode: 36	Loss: 0.617041	Accuracy: 0.830 	 Current Training Data Per Class: 325
Runner Episode: 37	Loss: 0.549825	Accuracy: 0.820 	 Current Training Data Per Class: 325
Runner Episode: 38	Loss: 0.520657	Accuracy: 0.840 	 Current Training Data Per Class: 325
Runner Episode: 39	Loss: 0.355456	Accuracy: 0.870 	 Current Training Data Per Class: 325
Runner Episode: 40	Loss: 0.364638	Accuracy: 0.890 	 Current Training Data Per Class: 325
Runner Episode: 41	Loss: 0.571827	Accuracy: 0.770 	 Current Training Data Per Class: 325
Runner Episode: 42	Loss: 0.530509	Accuracy: 0.820 	 Current Training Data Per Class: 325
Runner Episode: 43	Loss: 0.408287	Accuracy: 0.860 	 Current Training Data Per Class: 325
Runner Episode: 44	Loss: 0.639929	Accuracy: 0.850 	 Current Training Data Per Class: 325
Runner Episode: 45	Loss: 0.350507	Accuracy: 0.860 	 Current Training Data Per Class: 325
Runner Episode: 46	Loss: 0.300803	Accuracy: 0.910 	 Current Training Data Per Class: 325
Runner Episode: 47	Loss: 0.335479	Accuracy: 0.900 	 Current Training Data Per Class: 325
Runner Episode: 48	Loss: 0.372156	Accuracy: 0.910 	 Current Training Data Per Class: 325
Runner Episode: 49	Loss: 0.318105	Accuracy: 0.890 	 Current Training Data Per Class: 325
Runner Episode: 50	Loss: 0.536476	Accuracy: 0.780 	 Current Training Data Per Class: 325
