Train Episode: 1	Loss: 12.583940	Accuracy: 0.270	 Current training data per class: 30
Train Episode: 2	Loss: 5.465894	Accuracy: 0.170	 Current training data per class: 30
Train Episode: 3	Loss: 10169.225586	Accuracy: 0.300	 Current training data per class: 30
Train Episode: 4	Loss: 1.605553	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 5	Loss: 74.073364	Accuracy: 0.380	 Current training data per class: 30
Train Episode: 6	Loss: 27.572195	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 7	Loss: 1167177.500000	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 8	Loss: 4793.710938	Accuracy: 0.190	 Current training data per class: 30
Train Episode: 9	Loss: 38.945721	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 10	Loss: 2.339410	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 11	Loss: 14.619799	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 12	Loss: 46.216591	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 13	Loss: 77.326752	Accuracy: 0.310	 Current training data per class: 30
Train Episode: 14	Loss: 1.790624	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 15	Loss: 1.848102	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 16	Loss: 1.693859	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 17	Loss: 32.991806	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 18	Loss: 1.389451	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 19	Loss: 2.541569	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 2.242650	Accuracy: 0.400	 Current training data per class: 30
