Train Episode: 1	Loss: 0.308878	Accuracy: 0.900	 Current training data: 190
Train Episode: 2	Loss: 0.430637	Accuracy: 0.870	 Current training data: 190
Train Episode: 3	Loss: 0.142671	Accuracy: 0.970	 Current training data: 190
Train Episode: 4	Loss: 0.205833	Accuracy: 0.940	 Current training data: 190
Train Episode: 5	Loss: 0.160219	Accuracy: 0.960	 Current training data: 190
Train Episode: 6	Loss: 0.127798	Accuracy: 0.970	 Current training data: 190
Train Episode: 7	Loss: 0.168978	Accuracy: 0.950	 Current training data: 190
Train Episode: 8	Loss: 0.153068	Accuracy: 0.950	 Current training data: 190
Train Episode: 9	Loss: 0.180291	Accuracy: 0.920	 Current training data: 190
Train Episode: 10	Loss: 0.134810	Accuracy: 0.950	 Current training data: 190
Train Episode: 11	Loss: 0.079669	Accuracy: 0.980	 Current training data: 190
Train Episode: 12	Loss: 0.197621	Accuracy: 0.930	 Current training data: 190
Train Episode: 13	Loss: 0.146705	Accuracy: 0.930	 Current training data: 190
Train Episode: 14	Loss: 0.229377	Accuracy: 0.920	 Current training data: 190
Train Episode: 15	Loss: 0.101928	Accuracy: 0.970	 Current training data: 190
Train Episode: 16	Loss: 0.298932	Accuracy: 0.850	 Current training data: 190
Train Episode: 17	Loss: 0.050010	Accuracy: 0.990	 Current training data: 190
Train Episode: 18	Loss: 0.248860	Accuracy: 0.960	 Current training data: 190
Train Episode: 19	Loss: 0.297508	Accuracy: 0.920	 Current training data: 190
Train Episode: 20	Loss: 0.035521	Accuracy: 0.990	 Current training data: 190
