Train Episode: 1	Loss: 1.363307	Accuracy: 0.400	 Current training data per class: 110
Train Episode: 2	Loss: 1.716914	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 4	Loss: 3.850148	Accuracy: 0.080	 Current training data per class: 110
Train Episode: 5	Loss: 1.766852	Accuracy: 0.220	 Current training data per class: 110
Train Episode: 6	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 7	Loss: 2.990406	Accuracy: 0.120	 Current training data per class: 110
Train Episode: 8	Loss: 1.616298	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 9	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 10	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 11	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 12	Loss: 3.750052	Accuracy: 0.010	 Current training data per class: 110
Train Episode: 13	Loss: 1.623833	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 14	Loss: 3.850148	Accuracy: 0.140	 Current training data per class: 110
Train Episode: 15	Loss: 1.750533	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 16	Loss: 1.625983	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 17	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 18	Loss: 1.383865	Accuracy: 0.200	 Current training data per class: 110
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 110
Train Episode: 20	Loss: 1.392130	Accuracy: 0.200	 Current training data per class: 110
