Train Episode: 1	Loss: 1.335133	Accuracy: 0.640	 Current training data: 50
Train Episode: 2	Loss: 0.748242	Accuracy: 0.700	 Current training data: 50
Train Episode: 3	Loss: 0.757703	Accuracy: 0.680	 Current training data: 50
Train Episode: 4	Loss: 0.867512	Accuracy: 0.570	 Current training data: 50
Train Episode: 5	Loss: 0.608422	Accuracy: 0.760	 Current training data: 50
Train Episode: 6	Loss: 0.679165	Accuracy: 0.580	 Current training data: 50
Train Episode: 7	Loss: 1.311179	Accuracy: 0.660	 Current training data: 50
Train Episode: 8	Loss: 0.929310	Accuracy: 0.580	 Current training data: 50
Train Episode: 9	Loss: 0.901754	Accuracy: 0.650	 Current training data: 50
Train Episode: 10	Loss: 1.204478	Accuracy: 0.550	 Current training data: 50
Train Episode: 11	Loss: 0.578670	Accuracy: 0.860	 Current training data: 50
Train Episode: 12	Loss: 0.855202	Accuracy: 0.520	 Current training data: 50
Train Episode: 13	Loss: 1.149834	Accuracy: 0.720	 Current training data: 50
Train Episode: 14	Loss: 1.184475	Accuracy: 0.540	 Current training data: 50
Train Episode: 15	Loss: 0.737561	Accuracy: 0.750	 Current training data: 50
Train Episode: 16	Loss: 0.748989	Accuracy: 0.760	 Current training data: 50
Train Episode: 17	Loss: 0.804362	Accuracy: 0.750	 Current training data: 50
Train Episode: 18	Loss: 0.623110	Accuracy: 0.870	 Current training data: 50
Train Episode: 19	Loss: 1.457917	Accuracy: 0.740	 Current training data: 50
Train Episode: 20	Loss: 1.162648	Accuracy: 0.560	 Current training data: 50
