Train Episode: 1	Loss: 2.346101	Accuracy: 0.320	 Current training data per class: 225
Train Episode: 2	Loss: 1.926280	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 3	Loss: 1.870146	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 4	Loss: 1.422444	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 5	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 6	Loss: 1.613752	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 7	Loss: 1.814530	Accuracy: 0.190	 Current training data per class: 225
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 9	Loss: 1.635419	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 10	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 225
Train Episode: 11	Loss: 1.770645	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 12	Loss: 1.585678	Accuracy: 0.220	 Current training data per class: 225
Train Episode: 13	Loss: 3.811647	Accuracy: 0.270	 Current training data per class: 225
Train Episode: 14	Loss: 3.850148	Accuracy: 0.110	 Current training data per class: 225
Train Episode: 15	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 225
Train Episode: 16	Loss: 3.850148	Accuracy: 0.080	 Current training data per class: 225
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 225
Train Episode: 18	Loss: 1.405543	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 19	Loss: 1.683199	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 20	Loss: 1.346240	Accuracy: 0.400	 Current training data per class: 225
