Train Episode: 1	Loss: 0.411746	Accuracy: 0.830	 Current training data: 325
Train Episode: 2	Loss: 0.329084	Accuracy: 0.910	 Current training data: 325
Train Episode: 3	Loss: 0.230791	Accuracy: 0.920	 Current training data: 325
Train Episode: 4	Loss: 0.304541	Accuracy: 0.900	 Current training data: 325
Train Episode: 5	Loss: 0.270958	Accuracy: 0.920	 Current training data: 325
Train Episode: 6	Loss: 0.317031	Accuracy: 0.880	 Current training data: 325
Train Episode: 7	Loss: 0.367440	Accuracy: 0.910	 Current training data: 325
Train Episode: 8	Loss: 0.317943	Accuracy: 0.920	 Current training data: 325
Train Episode: 9	Loss: 0.133820	Accuracy: 0.950	 Current training data: 325
Train Episode: 10	Loss: 0.188705	Accuracy: 0.950	 Current training data: 325
Train Episode: 11	Loss: 0.511419	Accuracy: 0.850	 Current training data: 325
Train Episode: 12	Loss: 0.141770	Accuracy: 0.930	 Current training data: 325
Train Episode: 13	Loss: 0.254689	Accuracy: 0.920	 Current training data: 325
Train Episode: 14	Loss: 0.148944	Accuracy: 0.940	 Current training data: 325
Train Episode: 15	Loss: 0.175007	Accuracy: 0.940	 Current training data: 325
Train Episode: 16	Loss: 0.383041	Accuracy: 0.870	 Current training data: 325
Train Episode: 17	Loss: 0.400266	Accuracy: 0.870	 Current training data: 325
Train Episode: 18	Loss: 0.095419	Accuracy: 0.960	 Current training data: 325
Train Episode: 19	Loss: 0.195638	Accuracy: 0.940	 Current training data: 325
Train Episode: 20	Loss: 0.355315	Accuracy: 0.880	 Current training data: 325
