Train Episode: 1	Loss: 1.408836	Accuracy: 0.350	 Current training data per class: 160
Train Episode: 2	Loss: 1.327914	Accuracy: 0.380	 Current training data per class: 160
Train Episode: 3	Loss: 1.454081	Accuracy: 0.300	 Current training data per class: 160
Train Episode: 4	Loss: 1.338184	Accuracy: 0.400	 Current training data per class: 160
Train Episode: 5	Loss: 1.397227	Accuracy: 0.320	 Current training data per class: 160
Train Episode: 6	Loss: 1.652162	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 7	Loss: 1.665434	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 8	Loss: 1.632706	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 9	Loss: 1.757610	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 10	Loss: 1.647814	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 11	Loss: 1.625262	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 12	Loss: 1.340642	Accuracy: 0.400	 Current training data per class: 160
Train Episode: 13	Loss: 1.632269	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 14	Loss: 1.602366	Accuracy: 0.390	 Current training data per class: 160
Train Episode: 15	Loss: 1.578697	Accuracy: 0.330	 Current training data per class: 160
Train Episode: 16	Loss: 1.533770	Accuracy: 0.330	 Current training data per class: 160
Train Episode: 17	Loss: 1.615032	Accuracy: 0.200	 Current training data per class: 160
Train Episode: 18	Loss: 1.332081	Accuracy: 0.400	 Current training data per class: 160
Train Episode: 19	Loss: 1.681161	Accuracy: 0.380	 Current training data per class: 160
Train Episode: 20	Loss: 1.360933	Accuracy: 0.400	 Current training data per class: 160
