Train Episode: 1	Loss: 1.143395	Accuracy: 0.490	 Current training data: 100
Train Episode: 2	Loss: 1.020861	Accuracy: 0.500	 Current training data: 100
Train Episode: 3	Loss: 1.271995	Accuracy: 0.430	 Current training data: 100
Train Episode: 4	Loss: 0.721708	Accuracy: 0.660	 Current training data: 100
Train Episode: 5	Loss: 1.053559	Accuracy: 0.510	 Current training data: 100
Train Episode: 6	Loss: 1.091308	Accuracy: 0.550	 Current training data: 100
Train Episode: 7	Loss: 1.089222	Accuracy: 0.710	 Current training data: 100
Train Episode: 8	Loss: 0.821612	Accuracy: 0.670	 Current training data: 100
Train Episode: 9	Loss: 0.856387	Accuracy: 0.670	 Current training data: 100
Train Episode: 10	Loss: 1.048409	Accuracy: 0.610	 Current training data: 100
Train Episode: 11	Loss: 1.571600	Accuracy: 0.340	 Current training data: 100
Train Episode: 12	Loss: 0.853486	Accuracy: 0.660	 Current training data: 100
Train Episode: 13	Loss: 0.865929	Accuracy: 0.630	 Current training data: 100
Train Episode: 14	Loss: 0.883091	Accuracy: 0.640	 Current training data: 100
Train Episode: 15	Loss: 1.518539	Accuracy: 0.330	 Current training data: 100
Train Episode: 16	Loss: 1.124731	Accuracy: 0.520	 Current training data: 100
Train Episode: 17	Loss: 1.135603	Accuracy: 0.450	 Current training data: 100
Train Episode: 18	Loss: 0.952033	Accuracy: 0.770	 Current training data: 100
Train Episode: 19	Loss: 1.275851	Accuracy: 0.420	 Current training data: 100
Train Episode: 20	Loss: 1.160024	Accuracy: 0.480	 Current training data: 100
