Train Episode: 1	Loss: 1.448442	Accuracy: 0.220	 Current training data per class: 10
Train Episode: 2	Loss: 1.682269	Accuracy: 0.240	 Current training data per class: 10
Train Episode: 3	Loss: 1.749595	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 4	Loss: 1.434566	Accuracy: 0.470	 Current training data per class: 10
Train Episode: 5	Loss: 1.735258	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 6	Loss: 7.760008	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 7	Loss: 1.857055	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 8	Loss: 1.741064	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 9	Loss: 1.733875	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 10	Loss: 1.693763	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 11	Loss: 1.751652	Accuracy: 0.190	 Current training data per class: 10
Train Episode: 12	Loss: 1.487449	Accuracy: 0.400	 Current training data per class: 10
Train Episode: 13	Loss: 1.826316	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 14	Loss: 2.103873	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 15	Loss: 1.807229	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 16	Loss: 2.234035	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 17	Loss: 1.429574	Accuracy: 0.320	 Current training data per class: 10
Train Episode: 18	Loss: 1.394569	Accuracy: 0.400	 Current training data per class: 10
Train Episode: 19	Loss: 1.655481	Accuracy: 0.200	 Current training data per class: 10
Train Episode: 20	Loss: 1.354513	Accuracy: 0.400	 Current training data per class: 10
