Train Episode: 1	Loss: 1.220976	Accuracy: 0.570	 Current training data per class: 40
Train Episode: 2	Loss: 9.441800	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 3	Loss: 1.639627	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 4	Loss: 3.380740	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 5	Loss: 1.687304	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 6	Loss: 3.798819	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 7	Loss: 1.653751	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 8	Loss: 1.626771	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 9	Loss: 1.641574	Accuracy: 0.190	 Current training data per class: 40
Train Episode: 10	Loss: 1.792982	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 11	Loss: 1.557892	Accuracy: 0.240	 Current training data per class: 40
Train Episode: 12	Loss: 1.441276	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 13	Loss: 1.726686	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 14	Loss: 1.610027	Accuracy: 0.220	 Current training data per class: 40
Train Episode: 15	Loss: 1.520606	Accuracy: 0.320	 Current training data per class: 40
Train Episode: 16	Loss: 1.690187	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 17	Loss: 4.077548	Accuracy: 0.320	 Current training data per class: 40
Train Episode: 18	Loss: 3.850148	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 40
Train Episode: 20	Loss: 1.360251	Accuracy: 0.400	 Current training data per class: 40
