Train Episode: 1	Loss: 1.468816	Accuracy: 0.370	 Current training data per class: 30
Train Episode: 2	Loss: 2.276932	Accuracy: 0.170	 Current training data per class: 30
Train Episode: 3	Loss: 1.776836	Accuracy: 0.230	 Current training data per class: 30
Train Episode: 4	Loss: 1.971263	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 5	Loss: 1.627587	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 6	Loss: 1.754995	Accuracy: 0.250	 Current training data per class: 30
Train Episode: 7	Loss: 1.754198	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 8	Loss: 1.680937	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 9	Loss: 3.081060	Accuracy: 0.220	 Current training data per class: 30
Train Episode: 10	Loss: 1.878477	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 11	Loss: 5.981340	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 12	Loss: 1.922678	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 13	Loss: 1.605917	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 14	Loss: 1.662440	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 15	Loss: 4.173860	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 16	Loss: 4.374921	Accuracy: 0.110	 Current training data per class: 30
Train Episode: 17	Loss: 1.695347	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 18	Loss: 1.496946	Accuracy: 0.400	 Current training data per class: 30
Train Episode: 19	Loss: 1.688904	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 1.445494	Accuracy: 0.200	 Current training data per class: 30
