Train Episode: 1	Loss: 3.842420	Accuracy: 0.030	Current Training Data Per Class: 42
Train Episode: 2	Loss: 3.830003	Accuracy: 0.000	Current Training Data Per Class: 50
Train Episode: 3	Loss: 3.843318	Accuracy: 0.000	Current Training Data Per Class: 31
Train Episode: 4	Loss: 3.807563	Accuracy: 0.000	Current Training Data Per Class: 34
Train Episode: 5	Loss: 3.786614	Accuracy: 0.100	Current Training Data Per Class: 41
Train Episode: 6	Loss: 3.735278	Accuracy: 0.100	Current Training Data Per Class: 41
Train Episode: 7	Loss: 2.717649	Accuracy: 0.100	Current Training Data Per Class: 52
Train Episode: 8	Loss: 3.792776	Accuracy: 0.100	Current Training Data Per Class: 30
Train Episode: 9	Loss: 3.698775	Accuracy: 0.100	Current Training Data Per Class: 47
