Train Episode: 1	Loss: 0.666400	Accuracy: 0.780	 Current training data: 350
Train Episode: 2	Loss: 0.659117	Accuracy: 0.775	 Current training data: 350
Train Episode: 3	Loss: 0.720825	Accuracy: 0.785	 Current training data: 350
Train Episode: 4	Loss: 0.572878	Accuracy: 0.785	 Current training data: 350
Train Episode: 5	Loss: 0.566264	Accuracy: 0.855	 Current training data: 350
Train Episode: 6	Loss: 0.947027	Accuracy: 0.750	 Current training data: 350
Train Episode: 7	Loss: 0.608770	Accuracy: 0.745	 Current training data: 350
Train Episode: 8	Loss: 0.697799	Accuracy: 0.785	 Current training data: 350
Train Episode: 9	Loss: 0.609441	Accuracy: 0.815	 Current training data: 350
Train Episode: 10	Loss: 0.614015	Accuracy: 0.830	 Current training data: 350
Train Episode: 11	Loss: 0.538632	Accuracy: 0.785	 Current training data: 350
Train Episode: 12	Loss: 0.769032	Accuracy: 0.755	 Current training data: 350
Train Episode: 13	Loss: 0.581058	Accuracy: 0.800	 Current training data: 350
Train Episode: 14	Loss: 0.697585	Accuracy: 0.810	 Current training data: 350
Train Episode: 15	Loss: 0.781531	Accuracy: 0.770	 Current training data: 350
Train Episode: 16	Loss: 0.813373	Accuracy: 0.770	 Current training data: 350
Train Episode: 17	Loss: 0.857940	Accuracy: 0.790	 Current training data: 350
Train Episode: 18	Loss: 0.771272	Accuracy: 0.810	 Current training data: 350
Train Episode: 19	Loss: 0.750164	Accuracy: 0.755	 Current training data: 350
Train Episode: 20	Loss: 0.424322	Accuracy: 0.820	 Current training data: 350
