Runner Episode: 1	Loss: 1.172702	Accuracy: 0.470 	 Current Training Data Per Class: 5
Runner Episode: 2	Loss: 2.235898	Accuracy: 0.230 	 Current Training Data Per Class: 5
Runner Episode: 3	Loss: 2.373279	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 4	Loss: 2.301499	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 5	Loss: 1.875308	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 6	Loss: 2.724477	Accuracy: 0.190 	 Current Training Data Per Class: 5
Runner Episode: 7	Loss: 2.507053	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 8	Loss: 2.658743	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 9	Loss: 2.037111	Accuracy: 0.190 	 Current Training Data Per Class: 5
Runner Episode: 10	Loss: 2.953561	Accuracy: 0.190 	 Current Training Data Per Class: 5
Runner Episode: 11	Loss: 2.265829	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 12	Loss: 1.930798	Accuracy: 0.410 	 Current Training Data Per Class: 5
Runner Episode: 13	Loss: 1.985496	Accuracy: 0.290 	 Current Training Data Per Class: 5
Runner Episode: 14	Loss: 2.248613	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 15	Loss: 2.195320	Accuracy: 0.180 	 Current Training Data Per Class: 5
Runner Episode: 16	Loss: 2.359303	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 17	Loss: 2.087857	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 18	Loss: 1.525463	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 19	Loss: 2.533930	Accuracy: 0.370 	 Current Training Data Per Class: 5
Runner Episode: 20	Loss: 2.380460	Accuracy: 0.200 	 Current Training Data Per Class: 5
