Train Episode: 1	Loss: 0.727350	Accuracy: 0.525	 Current training data: 10
Train Episode: 2	Loss: 0.777497	Accuracy: 0.500	 Current training data: 10
Train Episode: 3	Loss: 0.918058	Accuracy: 0.500	 Current training data: 10
Train Episode: 4	Loss: 0.750855	Accuracy: 0.500	 Current training data: 10
Train Episode: 5	Loss: 0.705198	Accuracy: 0.500	 Current training data: 10
Train Episode: 6	Loss: 0.701887	Accuracy: 0.475	 Current training data: 10
Train Episode: 7	Loss: 0.649610	Accuracy: 0.600	 Current training data: 10
Train Episode: 8	Loss: 0.711205	Accuracy: 0.600	 Current training data: 10
Train Episode: 9	Loss: 0.890533	Accuracy: 0.500	 Current training data: 10
Train Episode: 10	Loss: 0.680144	Accuracy: 0.625	 Current training data: 10
Train Episode: 11	Loss: 0.832191	Accuracy: 0.500	 Current training data: 10
Train Episode: 12	Loss: 0.897233	Accuracy: 0.500	 Current training data: 10
Train Episode: 13	Loss: 0.906188	Accuracy: 0.500	 Current training data: 10
Train Episode: 14	Loss: 1.159474	Accuracy: 0.500	 Current training data: 10
Train Episode: 15	Loss: 0.797008	Accuracy: 0.500	 Current training data: 10
Train Episode: 16	Loss: 0.711329	Accuracy: 0.500	 Current training data: 10
Train Episode: 17	Loss: 0.963072	Accuracy: 0.475	 Current training data: 10
Train Episode: 18	Loss: 0.641557	Accuracy: 0.650	 Current training data: 10
Train Episode: 19	Loss: 0.882617	Accuracy: 0.500	 Current training data: 10
Train Episode: 20	Loss: 0.674876	Accuracy: 0.550	 Current training data: 10
