Train Episode: 1	Loss: 1.147486	Accuracy: 0.650	 Current training data: 40
Train Episode: 2	Loss: 1.285789	Accuracy: 0.710	 Current training data: 40
Train Episode: 3	Loss: 0.794039	Accuracy: 0.730	 Current training data: 40
Train Episode: 4	Loss: 0.964621	Accuracy: 0.540	 Current training data: 40
Train Episode: 5	Loss: 1.137889	Accuracy: 0.630	 Current training data: 40
Train Episode: 6	Loss: 1.408862	Accuracy: 0.480	 Current training data: 40
Train Episode: 7	Loss: 0.808507	Accuracy: 0.800	 Current training data: 40
Train Episode: 8	Loss: 1.249651	Accuracy: 0.730	 Current training data: 40
Train Episode: 9	Loss: 1.152704	Accuracy: 0.810	 Current training data: 40
Train Episode: 10	Loss: 0.980779	Accuracy: 0.640	 Current training data: 40
Train Episode: 11	Loss: 1.232952	Accuracy: 0.500	 Current training data: 40
Train Episode: 12	Loss: 1.365043	Accuracy: 0.540	 Current training data: 40
Train Episode: 13	Loss: 1.249390	Accuracy: 0.670	 Current training data: 40
Train Episode: 14	Loss: 1.296303	Accuracy: 0.660	 Current training data: 40
Train Episode: 15	Loss: 1.205719	Accuracy: 0.800	 Current training data: 40
Train Episode: 16	Loss: 1.187951	Accuracy: 0.540	 Current training data: 40
Train Episode: 17	Loss: 1.482019	Accuracy: 0.220	 Current training data: 40
Train Episode: 18	Loss: 1.232269	Accuracy: 0.720	 Current training data: 40
Train Episode: 19	Loss: 1.350416	Accuracy: 0.590	 Current training data: 40
Train Episode: 20	Loss: 1.096399	Accuracy: 0.890	 Current training data: 40
