Train Episode: 1	Loss: 1.552377	Accuracy: 0.310	 Current training data: 50
Train Episode: 2	Loss: 1.619046	Accuracy: 0.200	 Current training data: 50
Train Episode: 3	Loss: 1.597762	Accuracy: 0.260	 Current training data: 50
Train Episode: 4	Loss: 1.551412	Accuracy: 0.300	 Current training data: 50
Train Episode: 5	Loss: 1.648396	Accuracy: 0.200	 Current training data: 50
Train Episode: 6	Loss: 1.522298	Accuracy: 0.360	 Current training data: 50
Train Episode: 7	Loss: 1.657566	Accuracy: 0.360	 Current training data: 50
Train Episode: 8	Loss: 1.566595	Accuracy: 0.200	 Current training data: 50
Train Episode: 9	Loss: 1.541212	Accuracy: 0.260	 Current training data: 50
Train Episode: 10	Loss: 1.566083	Accuracy: 0.220	 Current training data: 50
Train Episode: 11	Loss: 1.567447	Accuracy: 0.210	 Current training data: 50
Train Episode: 12	Loss: 1.094137	Accuracy: 0.570	 Current training data: 50
Train Episode: 13	Loss: 1.317073	Accuracy: 0.480	 Current training data: 50
Train Episode: 14	Loss: 1.302267	Accuracy: 0.400	 Current training data: 50
Train Episode: 15	Loss: 1.540814	Accuracy: 0.370	 Current training data: 50
Train Episode: 16	Loss: 1.303366	Accuracy: 0.400	 Current training data: 50
Train Episode: 17	Loss: 1.554879	Accuracy: 0.260	 Current training data: 50
Train Episode: 18	Loss: 1.548353	Accuracy: 0.200	 Current training data: 50
Train Episode: 19	Loss: 1.605227	Accuracy: 0.240	 Current training data: 50
Train Episode: 20	Loss: 1.738904	Accuracy: 0.200	 Current training data: 50
