Train Episode: 1	Loss: 3.906033	Accuracy: 0.070	Current Training Data Per Class 1: 19	Loss 2: 4.198755	Accuracy 2: 0.000	Current Training Data Per Class 2: 16	 Total loss: 4.052394	 Total Accuracy: 0.035
Train Episode: 2	Loss: 4.078506	Accuracy: 0.010	Current Training Data Per Class 1: 28	Loss 2: 4.092050	Accuracy 2: 0.000	Current Training Data Per Class 2: 20	 Total loss: 4.085279	 Total Accuracy: 0.005
Train Episode: 3	Loss: 4.165612	Accuracy: 0.000	Current Training Data Per Class 1: 36	Loss 2: 4.146069	Accuracy 2: 0.000	Current Training Data Per Class 2: 31	 Total loss: 4.155840	 Total Accuracy: 0.000
Train Episode: 4	Loss: 4.034117	Accuracy: 0.020	Current Training Data Per Class 1: 19	Loss 2: 4.094934	Accuracy 2: 0.000	Current Training Data Per Class 2: 29	 Total loss: 4.064526	 Total Accuracy: 0.010
Train Episode: 5	Loss: 3.964329	Accuracy: 0.010	Current Training Data Per Class 1: 15	Loss 2: 4.048378	Accuracy 2: 0.000	Current Training Data Per Class 2: 36	 Total loss: 4.006353	 Total Accuracy: 0.005
Train Episode: 6	Loss: 4.101015	Accuracy: 0.000	Current Training Data Per Class 1: 15	Loss 2: 3.996478	Accuracy 2: 0.010	Current Training Data Per Class 2: 18	 Total loss: 4.048747	 Total Accuracy: 0.005
Train Episode: 7	Loss: 4.084707	Accuracy: 0.000	Current Training Data Per Class 1: 32	Loss 2: 4.076474	Accuracy 2: 0.000	Current Training Data Per Class 2: 26	 Total loss: 4.080591	 Total Accuracy: 0.000
Train Episode: 8	Loss: 4.059660	Accuracy: 0.000	Current Training Data Per Class 1: 6	Loss 2: 4.062549	Accuracy 2: 0.000	Current Training Data Per Class 2: 37	 Total loss: 4.061105	 Total Accuracy: 0.000
Train Episode: 9	Loss: 4.101417	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 4.125160	Accuracy 2: 0.000	Current Training Data Per Class 2: 8	 Total loss: 4.113289	 Total Accuracy: 0.000
Train Episode: 10	Loss: 4.012229	Accuracy: 0.050	Current Training Data Per Class 1: 6	Loss 2: 4.110922	Accuracy 2: 0.000	Current Training Data Per Class 2: 16	 Total loss: 4.061575	 Total Accuracy: 0.025
Train Episode: 11	Loss: 4.158659	Accuracy: 0.000	Current Training Data Per Class 1: 5	Loss 2: 4.015515	Accuracy 2: 0.000	Current Training Data Per Class 2: 31	 Total loss: 4.087087	 Total Accuracy: 0.000
Train Episode: 12	Loss: 4.060405	Accuracy: 0.000	Current Training Data Per Class 1: 31	Loss 2: 4.034263	Accuracy 2: 0.000	Current Training Data Per Class 2: 19	 Total loss: 4.047334	 Total Accuracy: 0.000
Train Episode: 13	Loss: 4.036157	Accuracy: 0.010	Current Training Data Per Class 1: 26	Loss 2: 4.146943	Accuracy 2: 0.000	Current Training Data Per Class 2: 10	 Total loss: 4.091550	 Total Accuracy: 0.005
Train Episode: 14	Loss: 4.060015	Accuracy: 0.000	Current Training Data Per Class 1: 14	Loss 2: 4.161746	Accuracy 2: 0.000	Current Training Data Per Class 2: 34	 Total loss: 4.110880	 Total Accuracy: 0.000
