Episode: 1: [-9.999908e-05 -9.999906e-05  9.999920e-05] 
Episode: 3531: [-0.06838956 -0.06458174  0.06853385] 
Episode: 3541: [-0.0684783  -0.06448137  0.06854267] 
Episode: 3551: [-0.06856281 -0.06446333  0.06859209] 
Episode: 3561: [-0.06862146 -0.06442337  0.06861183] 
Episode: 3571: [-0.06866062 -0.06452617  0.06869365] 
Episode: 3581: [-0.06871358 -0.06446407  0.06869758] 
Episode: 3591: [-0.06878126 -0.06448001  0.06875324] 
Episode: 3601: [-0.0688576  -0.06458304  0.06886116] 
Episode: 3611: [-0.06894507 -0.06462058  0.06894203] 
Episode: 3621: [-0.06902503 -0.06458025  0.06897627] 
Episode: 3631: [-0.06910127 -0.06483138  0.06916337] 
Episode: 3641: [-0.0691534  -0.06493036  0.06925247] 
Episode: 3651: [-0.06919856 -0.06481943  0.06922456] 
Episode: 3661: [-0.06925532 -0.06465071  0.06917375] 
Episode: 3671: [-0.06931388 -0.06465705  0.06921783] 
Episode: 3681: [-0.06937994 -0.06470264  0.06928811] 
Episode: 3691: [-0.06943311 -0.0647604   0.06935599] 
Episode: 3701: [-0.06951495 -0.06480041  0.06943426] 
Episode: 3711: [-0.06958371 -0.06490601  0.06953862] 
Episode: 3721: [-0.06964081 -0.06493884  0.06959586] 
Episode: 3731: [-0.06970852 -0.064835    0.06958713] 
Episode: 3741: [-0.06977858 -0.06488337  0.06966171] 
Episode: 3751: [-0.06981223 -0.06471711  0.06959554] 
Episode: 3761: [-0.06986216 -0.06468032  0.06961032] 
Episode: 3771: [-0.06991174 -0.0646775   0.06964315] 
Episode: 3781: [-0.06998905 -0.06476141  0.06974193] 
Episode: 3791: [-0.07003582 -0.06476657  0.06977707] 
Episode: 3801: [-0.07010449 -0.06528307  0.07010891] 
Episode: 3811: [-0.0701118  -0.06528183  0.07011317] 
Episode: 3821: [-0.0701353  -0.06518796  0.07007737] 
Episode: 3831: [-0.07022677 -0.06524091  0.07016916] 
Episode: 3841: [-0.0703485  -0.06534582  0.07031033] 
Episode: 3851: [-0.07046767 -0.06544457  0.07044638] 
Episode: 3861: [-0.07055949 -0.0655675   0.07057709] 
Episode: 3871: [-0.07066162 -0.06570652  0.07072372] 
Episode: 3881: [-0.07076517 -0.06579589  0.07084388] 
Episode: 3891: [-0.07088438 -0.06618664  0.07114314] 
Episode: 3901: [-0.07094466 -0.06628276  0.07123778] 
Episode: 3911: [-0.07098724 -0.06633434  0.07129553] 
Episode: 3921: [-0.07105538 -0.06645043  0.07140667] 
Episode: 3931: [-0.07114799 -0.06662688  0.07156816] 
Episode: 3941: [-0.07124719 -0.06678212  0.07172227] 
Episode: 3951: [-0.07136133 -0.06693207  0.07188355] 
Episode: 3961: [-0.07146444 -0.06702394  0.0720049 ] 
Episode: 3971: [-0.07153973 -0.06704475  0.07206763] 
Episode: 3981: [-0.07166079 -0.06703174  0.0721425 ] 
Episode: 3991: [-0.07173482 -0.06703347  0.07219367] 
Episode: 4001: [-0.07181779 -0.06717867  0.07233129] 
Episode: 4011: [-0.07184891 -0.06719907  0.07236379] 
Episode: 4021: [-0.0718707  -0.0671393   0.07234502] 
Episode: 4031: [-0.0719245  -0.06718519  0.07240717] 
Episode: 4041: [-0.07197537 -0.06726664  0.07248731] 
Episode: 4051: [-0.07206035 -0.06741819  0.07262986] 
Episode: 4061: [-0.07208596 -0.06741549  0.07264565] 
Episode: 4071: [-0.07214653 -0.06747311  0.07271895] 
Episode: 4081: [-0.07221463 -0.0676032   0.07283805] 
Episode: 4091: [-0.07231279 -0.06768753  0.07295173] 
Episode: 4101: [-0.07242239 -0.06772604  0.07304738] 
Episode: 4111: [-0.07253796 -0.06776889  0.07314948] 
Episode: 4121: [-0.07260617 -0.06770444  0.07315911] 
Episode: 4131: [-0.0726958  -0.0675898   0.07315473] 
Episode: 4141: [-0.07281685 -0.06766231  0.07327719] 
Episode: 4151: [-0.07289117 -0.06771339  0.07335606] 
Episode: 4161: [-0.07296848 -0.06773543  0.07342052] 
Episode: 4171: [-0.07308283 -0.06776004  0.07351121] 
Episode: 4181: [-0.07316441 -0.06787303  0.07363001] 
Episode: 4191: [-0.07313814 -0.06769466  0.07351106] 
Episode: 4201: [-0.07321931 -0.06783916  0.07364747] 
Episode: 4211: [-0.07327335 -0.06788792  0.07371123] 
Episode: 4221: [-0.07332329 -0.06778716  0.07368696] 
Episode: 4231: [-0.0735911  -0.0682029   0.07410858] 
Episode: 4241: [-0.07383411 -0.06883667  0.07464299] 
Episode: 4251: [-0.0737628  -0.06898527  0.07469469] 
Episode: 4261: [-0.07377388 -0.06910547  0.07477597] 
Episode: 4271: [-0.07382889 -0.06926674  0.07490806] 
Episode: 4281: [-0.07390791 -0.06943361  0.07505742] 
Episode: 4291: [-0.07403516 -0.06963024  0.07525301] 
Episode: 4301: [-0.07416628 -0.06979188  0.07542901] 
Episode: 4311: [-0.07427707 -0.06996493  0.07560047] 
Episode: 4321: [-0.07439311 -0.07011922  0.07576322] 
