Train Episode: 1	Loss: 0.387454	Accuracy: 0.860	 Current training data: 275
Train Episode: 2	Loss: 0.655199	Accuracy: 0.760	 Current training data: 275
Train Episode: 3	Loss: 0.294907	Accuracy: 0.910	 Current training data: 275
Train Episode: 4	Loss: 0.477717	Accuracy: 0.820	 Current training data: 275
Train Episode: 5	Loss: 0.365864	Accuracy: 0.890	 Current training data: 275
Train Episode: 6	Loss: 0.412698	Accuracy: 0.910	 Current training data: 275
Train Episode: 7	Loss: 0.446708	Accuracy: 0.870	 Current training data: 275
Train Episode: 8	Loss: 0.199795	Accuracy: 0.950	 Current training data: 275
Train Episode: 9	Loss: 0.494850	Accuracy: 0.900	 Current training data: 275
Train Episode: 10	Loss: 0.343537	Accuracy: 0.910	 Current training data: 275
Train Episode: 11	Loss: 0.230775	Accuracy: 0.900	 Current training data: 275
Train Episode: 12	Loss: 0.258321	Accuracy: 0.920	 Current training data: 275
Train Episode: 13	Loss: 0.843657	Accuracy: 0.830	 Current training data: 275
Train Episode: 14	Loss: 0.304904	Accuracy: 0.920	 Current training data: 275
Train Episode: 15	Loss: 0.657779	Accuracy: 0.740	 Current training data: 275
Train Episode: 16	Loss: 0.577485	Accuracy: 0.780	 Current training data: 275
Train Episode: 17	Loss: 0.364843	Accuracy: 0.920	 Current training data: 275
Train Episode: 18	Loss: 0.488372	Accuracy: 0.850	 Current training data: 275
Train Episode: 19	Loss: 0.279376	Accuracy: 0.910	 Current training data: 275
Train Episode: 20	Loss: 0.547049	Accuracy: 0.780	 Current training data: 275
