Train Episode: 1	Loss: 1.470753	Accuracy: 0.230	 Current training data per class: 30
Train Episode: 2	Loss: 1.746838	Accuracy: 0.180	 Current training data per class: 30
Train Episode: 3	Loss: 2.023187	Accuracy: 0.330	 Current training data per class: 30
Train Episode: 4	Loss: 1.379255	Accuracy: 0.400	 Current training data per class: 30
Train Episode: 5	Loss: 1.750973	Accuracy: 0.240	 Current training data per class: 30
Train Episode: 6	Loss: 1.647194	Accuracy: 0.270	 Current training data per class: 30
Train Episode: 7	Loss: 1.808489	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 8	Loss: 1.642625	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 9	Loss: 1.711998	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 10	Loss: 1.823997	Accuracy: 0.260	 Current training data per class: 30
Train Episode: 11	Loss: 1.680465	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 12	Loss: 1.354977	Accuracy: 0.400	 Current training data per class: 30
Train Episode: 13	Loss: 1.452225	Accuracy: 0.310	 Current training data per class: 30
Train Episode: 14	Loss: 1.750586	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 15	Loss: 1.682367	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 16	Loss: 1.692698	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 17	Loss: 2.945667	Accuracy: 0.580	 Current training data per class: 30
Train Episode: 18	Loss: 1.487125	Accuracy: 0.400	 Current training data per class: 30
Train Episode: 19	Loss: 1.940076	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 1.395130	Accuracy: 0.400	 Current training data per class: 30
