Train Episode: 1	Loss: 19.699669	Accuracy: 0.190	 Current training data per class: 30
Train Episode: 2	Loss: 23.242275	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 3	Loss: 11.360605	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 4	Loss: 2.610223	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 5	Loss: 54635.046875	Accuracy: 0.270	 Current training data per class: 30
Train Episode: 6	Loss: 48.319717	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 7	Loss: 2.631482	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 8	Loss: 1.823193	Accuracy: 0.220	 Current training data per class: 30
Train Episode: 9	Loss: 122589.210938	Accuracy: 0.210	 Current training data per class: 30
Train Episode: 10	Loss: 1.850064	Accuracy: 0.230	 Current training data per class: 30
Train Episode: 11	Loss: 3241214.750000	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 12	Loss: 73.082199	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 13	Loss: 2.254129	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 14	Loss: 34.518478	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 15	Loss: 20.980532	Accuracy: 0.370	 Current training data per class: 30
Train Episode: 16	Loss: 999.701721	Accuracy: 0.220	 Current training data per class: 30
Train Episode: 17	Loss: 2.542085	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 18	Loss: 30.592731	Accuracy: 0.260	 Current training data per class: 30
Train Episode: 19	Loss: 42.475780	Accuracy: 0.200	 Current training data per class: 30
Train Episode: 20	Loss: 32.384029	Accuracy: 0.400	 Current training data per class: 30
