Train Episode: 1	Loss: 1.334859	Accuracy: 0.400	 Current training data per class: 200
Train Episode: 2	Loss: 3.850142	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 3	Loss: 1.754624	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 4	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 5	Loss: 3.850148	Accuracy: 0.140	 Current training data per class: 200
Train Episode: 6	Loss: 1.633235	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 7	Loss: 1.694527	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 8	Loss: 1.734958	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 9	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 10	Loss: 3.850148	Accuracy: 0.140	 Current training data per class: 200
Train Episode: 11	Loss: 1.617768	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 12	Loss: 1.430131	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 13	Loss: 3.850148	Accuracy: 0.250	 Current training data per class: 200
Train Episode: 14	Loss: 3.850148	Accuracy: 0.140	 Current training data per class: 200
Train Episode: 15	Loss: 1.613228	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 16	Loss: 1.720164	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 17	Loss: 3.719964	Accuracy: 0.220	 Current training data per class: 200
Train Episode: 18	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 200
Train Episode: 19	Loss: 2.251368	Accuracy: 0.260	 Current training data per class: 200
Train Episode: 20	Loss: 3.850148	Accuracy: 0.020	 Current training data per class: 200
