Train Episode: 1	Loss: 0.460160	Accuracy: 0.830	 Current training data: 250
Train Episode: 2	Loss: 0.497435	Accuracy: 0.860	 Current training data: 250
Train Episode: 3	Loss: 0.306248	Accuracy: 0.890	 Current training data: 250
Train Episode: 4	Loss: 0.606139	Accuracy: 0.770	 Current training data: 250
Train Episode: 5	Loss: 0.532949	Accuracy: 0.840	 Current training data: 250
Train Episode: 6	Loss: 0.334915	Accuracy: 0.930	 Current training data: 250
Train Episode: 7	Loss: 0.845923	Accuracy: 0.700	 Current training data: 250
Train Episode: 8	Loss: 0.187547	Accuracy: 0.940	 Current training data: 250
Train Episode: 9	Loss: 0.905719	Accuracy: 0.850	 Current training data: 250
Train Episode: 10	Loss: 0.516355	Accuracy: 0.870	 Current training data: 250
Train Episode: 11	Loss: 0.375960	Accuracy: 0.900	 Current training data: 250
Train Episode: 12	Loss: 0.437280	Accuracy: 0.890	 Current training data: 250
Train Episode: 13	Loss: 0.652514	Accuracy: 0.870	 Current training data: 250
Train Episode: 14	Loss: 1.450897	Accuracy: 0.750	 Current training data: 250
Train Episode: 15	Loss: 0.205177	Accuracy: 0.920	 Current training data: 250
Train Episode: 16	Loss: 0.476164	Accuracy: 0.870	 Current training data: 250
Train Episode: 17	Loss: 0.393724	Accuracy: 0.890	 Current training data: 250
Train Episode: 18	Loss: 0.419302	Accuracy: 0.870	 Current training data: 250
Train Episode: 19	Loss: 0.291008	Accuracy: 0.930	 Current training data: 250
Train Episode: 20	Loss: 0.593410	Accuracy: 0.750	 Current training data: 250
