Train Episode: 1	Loss: 0.810182	Accuracy: 0.840	 Current training data: 120
Train Episode: 2	Loss: 0.578075	Accuracy: 0.720	 Current training data: 120
Train Episode: 3	Loss: 1.080292	Accuracy: 0.890	 Current training data: 120
Train Episode: 4	Loss: 0.228928	Accuracy: 0.910	 Current training data: 120
Train Episode: 5	Loss: 0.249837	Accuracy: 0.930	 Current training data: 120
Train Episode: 6	Loss: 0.790513	Accuracy: 0.830	 Current training data: 120
Train Episode: 7	Loss: 0.363639	Accuracy: 0.920	 Current training data: 120
Train Episode: 8	Loss: 1.707348	Accuracy: 0.580	 Current training data: 120
Train Episode: 9	Loss: 0.963454	Accuracy: 0.560	 Current training data: 120
Train Episode: 10	Loss: 1.165952	Accuracy: 0.700	 Current training data: 120
Train Episode: 11	Loss: 0.652992	Accuracy: 0.770	 Current training data: 120
Train Episode: 12	Loss: 0.820688	Accuracy: 0.640	 Current training data: 120
Train Episode: 13	Loss: 0.544700	Accuracy: 0.790	 Current training data: 120
Train Episode: 14	Loss: 0.428691	Accuracy: 0.750	 Current training data: 120
Train Episode: 15	Loss: 0.374559	Accuracy: 0.900	 Current training data: 120
Train Episode: 16	Loss: 0.307445	Accuracy: 0.930	 Current training data: 120
Train Episode: 17	Loss: 0.591227	Accuracy: 0.730	 Current training data: 120
Train Episode: 18	Loss: 0.645646	Accuracy: 0.720	 Current training data: 120
Train Episode: 19	Loss: 0.661403	Accuracy: 0.750	 Current training data: 120
Train Episode: 20	Loss: 0.554463	Accuracy: 0.890	 Current training data: 120
