Train Episode: 1	Loss: 1799.101562	Accuracy: 0.400	 Current training data per class: 50
Train Episode: 2	Loss: 2054.793945	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 50
Train Episode: 4	Loss: 12766.431641	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 5	Loss: 3353.967529	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 6	Loss: 98.011299	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 7	Loss: 604.605652	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 8	Loss: 2141.619385	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 9	Loss: 1683.552246	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 10	Loss: 4391.022949	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 11	Loss: 830.944519	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 12	Loss: 3797.208008	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 13	Loss: 953.037048	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 14	Loss: 7758.546875	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 15	Loss: 1704.242310	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 16	Loss: 1200.204468	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 50
Train Episode: 18	Loss: 670.476318	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 19	Loss: 1531.803223	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 20	Loss: 1689.952637	Accuracy: 0.200	 Current training data per class: 50
