Train Episode: 1	Loss: 1.825901	Accuracy: 0.370	 Current training data per class: 120
Train Episode: 2	Loss: 1.807579	Accuracy: 0.290	 Current training data per class: 120
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 120
Train Episode: 4	Loss: 3.850148	Accuracy: 0.210	 Current training data per class: 120
Train Episode: 5	Loss: 1.615923	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 6	Loss: 2.212235	Accuracy: 0.250	 Current training data per class: 120
Train Episode: 7	Loss: 1.642447	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 8	Loss: 1.628880	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 9	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 120
Train Episode: 10	Loss: 1.923409	Accuracy: 0.210	 Current training data per class: 120
Train Episode: 11	Loss: 2.152540	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 12	Loss: 1.587666	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 13	Loss: 1.643913	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 14	Loss: 2.026668	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 15	Loss: 1.615381	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 16	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 17	Loss: 2.607373	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 18	Loss: 3.850148	Accuracy: 0.400	 Current training data per class: 120
Train Episode: 19	Loss: 1.733333	Accuracy: 0.210	 Current training data per class: 120
Train Episode: 20	Loss: 1.391767	Accuracy: 0.400	 Current training data per class: 120
