Train Episode: 1	Loss: 0.662522	Accuracy: 0.830	 Current training data: 90
Train Episode: 2	Loss: 0.859895	Accuracy: 0.770	 Current training data: 90
Train Episode: 3	Loss: 0.533878	Accuracy: 0.820	 Current training data: 90
Train Episode: 4	Loss: 0.441619	Accuracy: 0.920	 Current training data: 90
Train Episode: 5	Loss: 0.716863	Accuracy: 0.840	 Current training data: 90
Train Episode: 6	Loss: 0.901276	Accuracy: 0.770	 Current training data: 90
Train Episode: 7	Loss: 0.584234	Accuracy: 0.700	 Current training data: 90
Train Episode: 8	Loss: 0.753775	Accuracy: 0.840	 Current training data: 90
Train Episode: 9	Loss: 0.628154	Accuracy: 0.890	 Current training data: 90
Train Episode: 10	Loss: 0.772271	Accuracy: 0.690	 Current training data: 90
Train Episode: 11	Loss: 0.561340	Accuracy: 0.860	 Current training data: 90
Train Episode: 12	Loss: 0.914950	Accuracy: 0.670	 Current training data: 90
Train Episode: 13	Loss: 0.921174	Accuracy: 0.760	 Current training data: 90
Train Episode: 14	Loss: 0.950098	Accuracy: 0.720	 Current training data: 90
Train Episode: 15	Loss: 0.822354	Accuracy: 0.760	 Current training data: 90
Train Episode: 16	Loss: 0.723969	Accuracy: 0.760	 Current training data: 90
Train Episode: 17	Loss: 1.021601	Accuracy: 0.660	 Current training data: 90
Train Episode: 18	Loss: 0.774819	Accuracy: 0.880	 Current training data: 90
Train Episode: 19	Loss: 0.824894	Accuracy: 0.790	 Current training data: 90
Train Episode: 20	Loss: 0.582807	Accuracy: 0.890	 Current training data: 90
