Episode: 1: [-9.999851e-05 -9.999848e-05  9.999891e-05] 
Episode: 11: [-0.00092797 -0.0009404   0.0009344 ] 
Episode: 21: [-0.00185708 -0.00187922  0.00186851] 
Episode: 31: [-0.002917   -0.00293973  0.00292889] 
Episode: 41: [-0.00402033 -0.00403746  0.00402957] 
Episode: 51: [-0.00526982 -0.00527758  0.00527452] 
Episode: 61: [-0.00663401 -0.00663342  0.00663464] 
Episode: 71: [-0.00814179 -0.00813142  0.00813769] 
Episode: 81: [-0.00939302 -0.00937036  0.00938301] 
Episode: 91: [-0.0105389  -0.01049908  0.01052067] 
Episode: 101: [-0.01152956 -0.01145429  0.0114944 ] 
Episode: 111: [-0.01218821 -0.012045    0.01212054] 
Episode: 121: [-0.01175881 -0.01161897  0.01169257] 
Episode: 131: [-0.01177465 -0.01163233  0.0117073 ] 
Episode: 141: [-0.01170142 -0.01155847  0.01163378] 
Episode: 151: [-0.01182081 -0.01168821  0.01175783] 
Episode: 161: [-0.01177503 -0.01164688  0.01171404] 
Episode: 171: [-0.01194111 -0.01181498  0.01188106] 
Episode: 181: [-0.01225832 -0.01212363  0.01219451] 
Episode: 191: [-0.01261893 -0.01246411  0.01254621] 
Episode: 201: [-0.01290572 -0.01271808  0.01281839] 
Episode: 211: [-0.01319395 -0.01296423  0.01308787] 
Episode: 221: [-0.01351018 -0.01322279  0.01337841] 
Episode: 231: [-0.01396225 -0.01362395  0.0138079 ] 
Episode: 241: [-0.01426943 -0.01387934  0.01409206] 
Episode: 251: [-0.01445094 -0.01400819  0.0142501 ] 
Episode: 261: [-0.01486256 -0.01424931  0.0145873 ] 
Episode: 271: [-0.01493947 -0.01422603  0.01462012] 
Episode: 281: [-0.01490309 -0.01412237  0.01455394] 
Episode: 291: [-0.01498035 -0.01415831  0.01461312] 
Episode: 301: [-0.01495671 -0.01409746  0.01457304] 
Episode: 311: [-0.01506653 -0.01418958  0.01467531] 
Episode: 321: [-0.01517788 -0.0142687   0.0147727 ] 
Episode: 331: [-0.0154731 -0.0145157  0.0150473] 
Episode: 341: [-0.01589532 -0.0148705   0.01544073] 
Episode: 351: [-0.01634285 -0.01525619  0.01586198] 
Episode: 361: [-0.01675172 -0.01558579  0.01623689] 
Episode: 371: [-0.01683097 -0.01558076  0.01627955] 
Episode: 381: [-0.01686689 -0.01555314  0.01628788] 
Episode: 391: [-0.01716867 -0.01578771  0.01656097] 
Episode: 401: [-0.0174332  -0.01597191  0.01679106] 
Episode: 411: [-0.01780299 -0.01623761  0.01711635] 
Episode: 421: [-0.01809824 -0.0164544   0.01737811] 
Episode: 431: [-0.01779527 -0.0161057   0.01705481] 
Episode: 441: [-0.01786841 -0.01612888  0.0171064 ] 
Episode: 451: [-0.01808229 -0.01629664  0.01730064] 
Episode: 461: [-0.01844362 -0.01660757  0.01764072] 
