Train Episode: 1	Loss: 1.353977	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 2	Loss: 1.673563	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 3	Loss: 1.711434	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 4	Loss: 2.439974	Accuracy: 0.370	 Current training data per class: 40
Train Episode: 5	Loss: 1.668603	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 6	Loss: 1.641355	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 7	Loss: 1.638833	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 8	Loss: 1.664951	Accuracy: 0.210	 Current training data per class: 40
Train Episode: 9	Loss: 1.690051	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 10	Loss: 3.849821	Accuracy: 0.040	 Current training data per class: 40
Train Episode: 11	Loss: 2.305831	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 12	Loss: 1.569754	Accuracy: 0.390	 Current training data per class: 40
Train Episode: 13	Loss: 1.674658	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 14	Loss: 1.621308	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 15	Loss: 1.855339	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 16	Loss: 4.455644	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 17	Loss: 1.646850	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 18	Loss: 5.144484	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 19	Loss: 1.698985	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 20	Loss: 1.444150	Accuracy: 0.410	 Current training data per class: 40
