Runner Episode: 1	Loss: 4.325387	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.590384	Accuracy_2: 0.520	 Current Training Data Per Class_2: 90
Runner Episode: 2	Loss: 4.592535	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.281603	Accuracy_2: 0.610	 Current Training Data Per Class_2: 90
Runner Episode: 3	Loss: 4.587866	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.172399	Accuracy_2: 0.700	 Current Training Data Per Class_2: 90
Runner Episode: 4	Loss: 4.195283	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.641407	Accuracy_2: 0.560	 Current Training Data Per Class_2: 90
Runner Episode: 5	Loss: 4.866335	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.152614	Accuracy_2: 0.700	 Current Training Data Per Class_2: 90
Runner Episode: 6	Loss: 4.922676	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 0.818434	Accuracy_2: 0.760	 Current Training Data Per Class_2: 90
Runner Episode: 7	Loss: 4.714537	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.377575	Accuracy_2: 0.620	 Current Training Data Per Class_2: 90
Runner Episode: 8	Loss: 4.507398	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.311393	Accuracy_2: 0.540	 Current Training Data Per Class_2: 90
Runner Episode: 9	Loss: 4.510830	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.345449	Accuracy_2: 0.590	 Current Training Data Per Class_2: 90
Runner Episode: 10	Loss: 4.462272	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.191658	Accuracy_2: 0.710	 Current Training Data Per Class_2: 90
Runner Episode: 11	Loss: 4.531613	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.108941	Accuracy_2: 0.610	 Current Training Data Per Class_2: 90
Runner Episode: 12	Loss: 4.430264	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.378833	Accuracy_2: 0.500	 Current Training Data Per Class_2: 90
Runner Episode: 13	Loss: 4.579408	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.168602	Accuracy_2: 0.760	 Current Training Data Per Class_2: 90
Runner Episode: 14	Loss: 4.920378	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.007802	Accuracy_2: 0.840	 Current Training Data Per Class_2: 90
Runner Episode: 15	Loss: 4.326118	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.376929	Accuracy_2: 0.800	 Current Training Data Per Class_2: 90
Runner Episode: 16	Loss: 5.094998	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.122765	Accuracy_2: 0.660	 Current Training Data Per Class_2: 90
Runner Episode: 17	Loss: 4.421415	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.491766	Accuracy_2: 0.480	 Current Training Data Per Class_2: 90
Runner Episode: 18	Loss: 4.142878	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.626109	Accuracy_2: 0.640	 Current Training Data Per Class_2: 90
Runner Episode: 19	Loss: 4.921129	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.681196	Accuracy_2: 0.580	 Current Training Data Per Class_2: 90
Runner Episode: 20	Loss: 4.489714	Accuracy: 0.000 	 Current Training Data Per Class: 40	Loss_2: 1.450511	Accuracy_2: 0.510	 Current Training Data Per Class_2: 90
