Train Episode: 1	Loss: 1.079706	Accuracy: 0.670	 Current training data: 50
Train Episode: 2	Loss: 1.193571	Accuracy: 0.640	 Current training data: 50
Train Episode: 3	Loss: 0.632686	Accuracy: 0.860	 Current training data: 50
Train Episode: 4	Loss: 0.777147	Accuracy: 0.780	 Current training data: 50
Train Episode: 5	Loss: 1.143521	Accuracy: 0.450	 Current training data: 50
Train Episode: 6	Loss: 1.312746	Accuracy: 0.400	 Current training data: 50
Train Episode: 7	Loss: 0.784450	Accuracy: 0.860	 Current training data: 50
Train Episode: 8	Loss: 1.240599	Accuracy: 0.510	 Current training data: 50
Train Episode: 9	Loss: 1.019376	Accuracy: 0.750	 Current training data: 50
Train Episode: 10	Loss: 0.928796	Accuracy: 0.700	 Current training data: 50
Train Episode: 11	Loss: 1.104662	Accuracy: 0.710	 Current training data: 50
Train Episode: 12	Loss: 1.281341	Accuracy: 0.650	 Current training data: 50
Train Episode: 13	Loss: 1.231112	Accuracy: 0.520	 Current training data: 50
Train Episode: 14	Loss: 1.206083	Accuracy: 0.630	 Current training data: 50
Train Episode: 15	Loss: 1.122651	Accuracy: 0.740	 Current training data: 50
Train Episode: 16	Loss: 0.918275	Accuracy: 0.870	 Current training data: 50
Train Episode: 17	Loss: 1.287093	Accuracy: 0.580	 Current training data: 50
Train Episode: 18	Loss: 1.170385	Accuracy: 0.760	 Current training data: 50
Train Episode: 19	Loss: 1.201410	Accuracy: 0.660	 Current training data: 50
Train Episode: 20	Loss: 0.905303	Accuracy: 0.850	 Current training data: 50
