Train Episode: 1	Loss: 0.032544	Accuracy: 0.990	 Current training data: 300
Train Episode: 2	Loss: 0.238429	Accuracy: 0.900	 Current training data: 300
Train Episode: 3	Loss: 0.231577	Accuracy: 0.950	 Current training data: 300
Train Episode: 4	Loss: 0.906781	Accuracy: 0.860	 Current training data: 300
Train Episode: 5	Loss: 0.239468	Accuracy: 0.960	 Current training data: 300
Train Episode: 6	Loss: 0.146149	Accuracy: 0.980	 Current training data: 300
Train Episode: 7	Loss: 0.079338	Accuracy: 0.980	 Current training data: 300
Train Episode: 8	Loss: 0.301268	Accuracy: 0.940	 Current training data: 300
Train Episode: 9	Loss: 0.338933	Accuracy: 0.920	 Current training data: 300
Train Episode: 10	Loss: 0.209142	Accuracy: 0.930	 Current training data: 300
Train Episode: 11	Loss: 0.310466	Accuracy: 0.920	 Current training data: 300
Train Episode: 12	Loss: 0.696291	Accuracy: 0.900	 Current training data: 300
Train Episode: 13	Loss: 0.864136	Accuracy: 0.820	 Current training data: 300
Train Episode: 14	Loss: 0.576185	Accuracy: 0.920	 Current training data: 300
Train Episode: 15	Loss: 0.387721	Accuracy: 0.940	 Current training data: 300
Train Episode: 16	Loss: 0.112203	Accuracy: 0.970	 Current training data: 300
Train Episode: 17	Loss: 0.417334	Accuracy: 0.910	 Current training data: 300
Train Episode: 18	Loss: 0.077180	Accuracy: 0.970	 Current training data: 300
Train Episode: 19	Loss: 0.218041	Accuracy: 0.930	 Current training data: 300
Train Episode: 20	Loss: 0.927475	Accuracy: 0.900	 Current training data: 300
