Runner Episode: 1	Loss: 3.826410	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 2	Loss: 3.952847	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 3	Loss: 3.805767	Accuracy: 0.180 	 Current Training Data Per Class: 350
Runner Episode: 4	Loss: 3.905947	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 5	Loss: 3.899822	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 6	Loss: 3.940622	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 7	Loss: 3.885978	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 8	Loss: 3.893849	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 9	Loss: 3.909688	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 10	Loss: 3.838664	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 11	Loss: 3.879148	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 12	Loss: 3.889757	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 13	Loss: 3.844246	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 14	Loss: 3.873256	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 15	Loss: 3.848374	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 16	Loss: 3.908640	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 17	Loss: 3.918553	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 18	Loss: 3.907944	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 19	Loss: 3.882131	Accuracy: 0.000 	 Current Training Data Per Class: 350
Runner Episode: 20	Loss: 3.895065	Accuracy: 0.020 	 Current Training Data Per Class: 350
