Train Episode: 1	Loss: 506489206701293568.000000	Accuracy: 0.210	 Current training data per class: 190
Train Episode: 2	Loss: 2450842922615086675932789866496.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 3	Loss: 88407441372546701755154432.000000	Accuracy: 0.140	 Current training data per class: 190
Train Episode: 4	Loss: 1.344134	Accuracy: 0.400	 Current training data per class: 190
Train Episode: 5	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 190
Train Episode: 6	Loss: 1209374692184424448.000000	Accuracy: 0.230	 Current training data per class: 190
Train Episode: 7	Loss: 10457675964628810898341888.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 8	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 9	Loss: 2716027904.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 10	Loss: 185967393812512768.000000	Accuracy: 0.350	 Current training data per class: 190
Train Episode: 11	Loss: 1382405554307072.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 12	Loss: 84696251500794478592.000000	Accuracy: 0.190	 Current training data per class: 190
Train Episode: 13	Loss: 27883386181980782592.000000	Accuracy: 0.230	 Current training data per class: 190
Train Episode: 14	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 190
Train Episode: 15	Loss: 6009546342400.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 16	Loss: 7274221797376.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 17	Loss: 5930557112320.000000	Accuracy: 0.200	 Current training data per class: 190
Train Episode: 18	Loss: 3.850148	Accuracy: 0.400	 Current training data per class: 190
Train Episode: 19	Loss: 99391521823916032.000000	Accuracy: 0.180	 Current training data per class: 190
Train Episode: 20	Loss: 8195541888308473222771245056.000000	Accuracy: 0.150	 Current training data per class: 190
