Train Episode: 1	Loss: 0.036855	Accuracy: 0.980	 Current training data: 160
Train Episode: 2	Loss: 1.114871	Accuracy: 0.710	 Current training data: 160
Train Episode: 3	Loss: 0.518386	Accuracy: 0.900	 Current training data: 160
Train Episode: 4	Loss: 0.406896	Accuracy: 0.860	 Current training data: 160
Train Episode: 5	Loss: 0.415939	Accuracy: 0.910	 Current training data: 160
Train Episode: 6	Loss: 0.460277	Accuracy: 0.890	 Current training data: 160
Train Episode: 7	Loss: 0.272892	Accuracy: 0.930	 Current training data: 160
Train Episode: 8	Loss: 0.505342	Accuracy: 0.920	 Current training data: 160
Train Episode: 9	Loss: 0.516327	Accuracy: 0.870	 Current training data: 160
Train Episode: 10	Loss: 0.452467	Accuracy: 0.890	 Current training data: 160
Train Episode: 11	Loss: 0.435927	Accuracy: 0.900	 Current training data: 160
Train Episode: 12	Loss: 0.328216	Accuracy: 0.960	 Current training data: 160
Train Episode: 13	Loss: 0.842833	Accuracy: 0.730	 Current training data: 160
Train Episode: 14	Loss: 0.530456	Accuracy: 0.840	 Current training data: 160
Train Episode: 15	Loss: 0.155436	Accuracy: 0.960	 Current training data: 160
Train Episode: 16	Loss: 0.248630	Accuracy: 0.910	 Current training data: 160
Train Episode: 17	Loss: 0.180110	Accuracy: 0.940	 Current training data: 160
Train Episode: 18	Loss: 0.147233	Accuracy: 0.940	 Current training data: 160
Train Episode: 19	Loss: 0.515627	Accuracy: 0.910	 Current training data: 160
Train Episode: 20	Loss: 0.090604	Accuracy: 0.960	 Current training data: 160
