Train Episode: 1	Loss: 1.460910	Accuracy: 0.430	 Current training data: 550
Train Episode: 2	Loss: 1.256248	Accuracy: 0.500	 Current training data: 550
Train Episode: 3	Loss: 1.388683	Accuracy: 0.415	 Current training data: 550
Train Episode: 4	Loss: 0.985016	Accuracy: 0.580	 Current training data: 550
Train Episode: 5	Loss: 1.462593	Accuracy: 0.390	 Current training data: 550
Train Episode: 6	Loss: 1.045982	Accuracy: 0.505	 Current training data: 550
Train Episode: 7	Loss: 1.200908	Accuracy: 0.460	 Current training data: 550
Train Episode: 8	Loss: 1.578712	Accuracy: 0.310	 Current training data: 550
Train Episode: 9	Loss: 1.245437	Accuracy: 0.390	 Current training data: 550
Train Episode: 10	Loss: 1.076769	Accuracy: 0.525	 Current training data: 550
Train Episode: 11	Loss: 1.356279	Accuracy: 0.455	 Current training data: 550
Train Episode: 12	Loss: 1.301238	Accuracy: 0.380	 Current training data: 550
Train Episode: 13	Loss: 1.218160	Accuracy: 0.505	 Current training data: 550
Train Episode: 14	Loss: 1.283659	Accuracy: 0.395	 Current training data: 550
Train Episode: 15	Loss: 1.151660	Accuracy: 0.450	 Current training data: 550
Train Episode: 16	Loss: 1.172722	Accuracy: 0.535	 Current training data: 550
Train Episode: 17	Loss: 1.245318	Accuracy: 0.480	 Current training data: 550
Train Episode: 18	Loss: 1.411174	Accuracy: 0.560	 Current training data: 550
Train Episode: 19	Loss: 1.434954	Accuracy: 0.350	 Current training data: 550
Train Episode: 20	Loss: 1.581399	Accuracy: 0.410	 Current training data: 550
