Train Episode: 1	Loss: 1.132962	Accuracy: 0.510	 Current training data: 50
Train Episode: 2	Loss: 1.145229	Accuracy: 0.525	 Current training data: 50
Train Episode: 3	Loss: 1.286918	Accuracy: 0.475	 Current training data: 50
Train Episode: 4	Loss: 1.419906	Accuracy: 0.470	 Current training data: 50
Train Episode: 5	Loss: 1.143860	Accuracy: 0.540	 Current training data: 50
Train Episode: 6	Loss: 1.374673	Accuracy: 0.395	 Current training data: 50
Train Episode: 7	Loss: 1.850371	Accuracy: 0.315	 Current training data: 50
Train Episode: 8	Loss: 1.136028	Accuracy: 0.530	 Current training data: 50
Train Episode: 9	Loss: 1.276099	Accuracy: 0.425	 Current training data: 50
Train Episode: 10	Loss: 1.254583	Accuracy: 0.420	 Current training data: 50
Train Episode: 11	Loss: 1.423863	Accuracy: 0.355	 Current training data: 50
Train Episode: 12	Loss: 2.348793	Accuracy: 0.480	 Current training data: 50
Train Episode: 13	Loss: 1.228971	Accuracy: 0.485	 Current training data: 50
Train Episode: 14	Loss: 1.780540	Accuracy: 0.350	 Current training data: 50
Train Episode: 15	Loss: 1.602015	Accuracy: 0.310	 Current training data: 50
Train Episode: 16	Loss: 1.234113	Accuracy: 0.430	 Current training data: 50
Train Episode: 17	Loss: 1.988866	Accuracy: 0.455	 Current training data: 50
Train Episode: 18	Loss: 1.240597	Accuracy: 0.455	 Current training data: 50
Train Episode: 19	Loss: 1.299993	Accuracy: 0.495	 Current training data: 50
Train Episode: 20	Loss: 1.536877	Accuracy: 0.480	 Current training data: 50
