Train Episode: 1	Loss: 0.132720	Accuracy: 0.960	 Current training data: 325
Train Episode: 2	Loss: 0.790899	Accuracy: 0.840	 Current training data: 325
Train Episode: 3	Loss: 0.473919	Accuracy: 0.920	 Current training data: 325
Train Episode: 4	Loss: 0.266125	Accuracy: 0.890	 Current training data: 325
Train Episode: 5	Loss: 0.092292	Accuracy: 0.970	 Current training data: 325
Train Episode: 6	Loss: 0.181392	Accuracy: 0.940	 Current training data: 325
Train Episode: 7	Loss: 0.080085	Accuracy: 0.990	 Current training data: 325
Train Episode: 8	Loss: 0.465034	Accuracy: 0.930	 Current training data: 325
Train Episode: 9	Loss: 0.326518	Accuracy: 0.930	 Current training data: 325
Train Episode: 10	Loss: 0.361399	Accuracy: 0.920	 Current training data: 325
Train Episode: 11	Loss: 0.367755	Accuracy: 0.900	 Current training data: 325
Train Episode: 12	Loss: 0.406642	Accuracy: 0.890	 Current training data: 325
Train Episode: 13	Loss: 0.524464	Accuracy: 0.850	 Current training data: 325
Train Episode: 14	Loss: 0.139424	Accuracy: 0.930	 Current training data: 325
Train Episode: 15	Loss: 0.200247	Accuracy: 0.970	 Current training data: 325
Train Episode: 16	Loss: 0.801193	Accuracy: 0.870	 Current training data: 325
Train Episode: 17	Loss: 0.091743	Accuracy: 0.980	 Current training data: 325
Train Episode: 18	Loss: 0.294461	Accuracy: 0.920	 Current training data: 325
Train Episode: 19	Loss: 0.399008	Accuracy: 0.870	 Current training data: 325
Train Episode: 20	Loss: 0.162220	Accuracy: 0.950	 Current training data: 325
