Train Episode: 1	Loss: 1.358914	Accuracy: 0.400	 Current training data per class: 40
Train Episode: 2	Loss: 1.646054	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 3	Loss: 1.633173	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 4	Loss: 1.640694	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 5	Loss: 1.641365	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 6	Loss: 1.724582	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 7	Loss: 1.638585	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 8	Loss: 1.694930	Accuracy: 0.190	 Current training data per class: 40
Train Episode: 9	Loss: 1.724611	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 10	Loss: 1.674140	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 11	Loss: 1.639784	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 12	Loss: 1.603070	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 13	Loss: 1.683910	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 14	Loss: 34.062454	Accuracy: 0.220	 Current training data per class: 40
Train Episode: 15	Loss: 1.620173	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 16	Loss: 1.685558	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 17	Loss: 1.614886	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 18	Loss: 1.491675	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 19	Loss: 1.655128	Accuracy: 0.200	 Current training data per class: 40
Train Episode: 20	Loss: 1.843839	Accuracy: 0.220	 Current training data per class: 40
