Runner Episode: 1	Loss: 1.468199	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 2	Loss: 2.728884	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 3	Loss: 2.944348	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 4	Loss: 3.717544	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 5	Loss: 2.610714	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 6	Loss: 4.219246	Accuracy: 0.040 	 Current Training Data Per Class: 5
Runner Episode: 7	Loss: 3.915341	Accuracy: 0.210 	 Current Training Data Per Class: 5
Runner Episode: 8	Loss: 3.724603	Accuracy: 0.250 	 Current Training Data Per Class: 5
Runner Episode: 9	Loss: 2.295230	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 10	Loss: 3.849881	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 11	Loss: 3.952384	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 12	Loss: 2.874070	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 13	Loss: 2.687139	Accuracy: 0.100 	 Current Training Data Per Class: 5
Runner Episode: 14	Loss: 2.849304	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 15	Loss: 2.310297	Accuracy: 0.250 	 Current Training Data Per Class: 5
Runner Episode: 16	Loss: 3.028346	Accuracy: 0.150 	 Current Training Data Per Class: 5
Runner Episode: 17	Loss: 2.389506	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 18	Loss: 2.136478	Accuracy: 0.410 	 Current Training Data Per Class: 5
Runner Episode: 19	Loss: 3.793041	Accuracy: 0.040 	 Current Training Data Per Class: 5
Runner Episode: 20	Loss: 3.664111	Accuracy: 0.200 	 Current Training Data Per Class: 5
