Train Episode: 1	Loss: 0.818334	Accuracy: 0.675	 Current training data: 350
Train Episode: 2	Loss: 0.736262	Accuracy: 0.730	 Current training data: 350
Train Episode: 3	Loss: 0.709804	Accuracy: 0.730	 Current training data: 350
Train Episode: 4	Loss: 0.871204	Accuracy: 0.680	 Current training data: 350
Train Episode: 5	Loss: 0.754918	Accuracy: 0.685	 Current training data: 350
Train Episode: 6	Loss: 0.754708	Accuracy: 0.725	 Current training data: 350
Train Episode: 7	Loss: 0.815323	Accuracy: 0.665	 Current training data: 350
Train Episode: 8	Loss: 0.965537	Accuracy: 0.720	 Current training data: 350
Train Episode: 9	Loss: 1.191870	Accuracy: 0.585	 Current training data: 350
Train Episode: 10	Loss: 0.652146	Accuracy: 0.745	 Current training data: 350
Train Episode: 11	Loss: 0.726681	Accuracy: 0.705	 Current training data: 350
Train Episode: 12	Loss: 0.723061	Accuracy: 0.665	 Current training data: 350
Train Episode: 13	Loss: 0.640595	Accuracy: 0.700	 Current training data: 350
Train Episode: 14	Loss: 0.725907	Accuracy: 0.695	 Current training data: 350
Train Episode: 15	Loss: 0.985036	Accuracy: 0.605	 Current training data: 350
Train Episode: 16	Loss: 0.611520	Accuracy: 0.730	 Current training data: 350
Train Episode: 17	Loss: 0.860245	Accuracy: 0.655	 Current training data: 350
Train Episode: 18	Loss: 0.916371	Accuracy: 0.670	 Current training data: 350
Train Episode: 19	Loss: 0.928001	Accuracy: 0.670	 Current training data: 350
Train Episode: 20	Loss: 0.677978	Accuracy: 0.710	 Current training data: 350
