Train Episode: 1	Loss: 0.374665	Accuracy: 0.870	 Current training data: 140
Train Episode: 2	Loss: 0.436577	Accuracy: 0.910	 Current training data: 140
Train Episode: 3	Loss: 0.184390	Accuracy: 0.950	 Current training data: 140
Train Episode: 4	Loss: 0.318294	Accuracy: 0.900	 Current training data: 140
Train Episode: 5	Loss: 0.128027	Accuracy: 0.970	 Current training data: 140
Train Episode: 6	Loss: 0.211128	Accuracy: 0.900	 Current training data: 140
Train Episode: 7	Loss: 0.203566	Accuracy: 0.930	 Current training data: 140
Train Episode: 8	Loss: 0.137505	Accuracy: 0.970	 Current training data: 140
Train Episode: 9	Loss: 0.165338	Accuracy: 0.930	 Current training data: 140
Train Episode: 10	Loss: 0.201354	Accuracy: 0.930	 Current training data: 140
Train Episode: 11	Loss: 0.173483	Accuracy: 0.980	 Current training data: 140
Train Episode: 12	Loss: 0.253785	Accuracy: 0.900	 Current training data: 140
Train Episode: 13	Loss: 0.137232	Accuracy: 0.960	 Current training data: 140
Train Episode: 14	Loss: 0.154633	Accuracy: 0.960	 Current training data: 140
Train Episode: 15	Loss: 0.116893	Accuracy: 0.960	 Current training data: 140
Train Episode: 16	Loss: 0.398613	Accuracy: 0.880	 Current training data: 140
Train Episode: 17	Loss: 0.303097	Accuracy: 0.930	 Current training data: 140
Train Episode: 18	Loss: 0.146574	Accuracy: 0.960	 Current training data: 140
Train Episode: 19	Loss: 0.220566	Accuracy: 0.960	 Current training data: 140
Train Episode: 20	Loss: 0.061732	Accuracy: 0.980	 Current training data: 140
