Runner Episode: 1	Loss: 3.923184	Accuracy: 0.020 	 Current Training Data Per Class: 0
Runner Episode: 2	Loss: 3.748692	Accuracy: 0.020 	 Current Training Data Per Class: 0
Runner Episode: 3	Loss: 3.880019	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 4	Loss: 3.845949	Accuracy: 0.170 	 Current Training Data Per Class: 0
Runner Episode: 5	Loss: 3.864453	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 6	Loss: 3.855831	Accuracy: 0.020 	 Current Training Data Per Class: 0
Runner Episode: 7	Loss: 3.975927	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 8	Loss: 3.853577	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 9	Loss: 3.716826	Accuracy: 0.160 	 Current Training Data Per Class: 0
Runner Episode: 10	Loss: 3.983898	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 11	Loss: 3.760866	Accuracy: 0.080 	 Current Training Data Per Class: 0
Runner Episode: 12	Loss: 3.785817	Accuracy: 0.040 	 Current Training Data Per Class: 0
Runner Episode: 13	Loss: 3.877779	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 14	Loss: 3.860076	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 15	Loss: 3.789605	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 16	Loss: 3.770604	Accuracy: 0.010 	 Current Training Data Per Class: 0
Runner Episode: 17	Loss: 3.805988	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 18	Loss: 3.776067	Accuracy: 0.040 	 Current Training Data Per Class: 0
Runner Episode: 19	Loss: 3.910414	Accuracy: 0.000 	 Current Training Data Per Class: 0
Runner Episode: 20	Loss: 3.863962	Accuracy: 0.000 	 Current Training Data Per Class: 0
