Train Episode: 1	Loss: 1.507081	Accuracy: 0.420	 Current training data: 30
Train Episode: 2	Loss: 1.661511	Accuracy: 0.320	 Current training data: 30
Train Episode: 3	Loss: 1.478463	Accuracy: 0.230	 Current training data: 30
Train Episode: 4	Loss: 1.342266	Accuracy: 0.400	 Current training data: 30
Train Episode: 5	Loss: 1.282378	Accuracy: 0.350	 Current training data: 30
Train Episode: 6	Loss: 1.221486	Accuracy: 0.530	 Current training data: 30
Train Episode: 7	Loss: 1.646304	Accuracy: 0.360	 Current training data: 30
Train Episode: 8	Loss: 1.455906	Accuracy: 0.230	 Current training data: 30
Train Episode: 9	Loss: 1.178085	Accuracy: 0.450	 Current training data: 30
Train Episode: 10	Loss: 1.440103	Accuracy: 0.490	 Current training data: 30
Train Episode: 11	Loss: 1.972017	Accuracy: 0.340	 Current training data: 30
Train Episode: 12	Loss: 1.034892	Accuracy: 0.570	 Current training data: 30
Train Episode: 13	Loss: 1.059852	Accuracy: 0.520	 Current training data: 30
Train Episode: 14	Loss: 1.436100	Accuracy: 0.260	 Current training data: 30
Train Episode: 15	Loss: 1.379498	Accuracy: 0.360	 Current training data: 30
Train Episode: 16	Loss: 1.359568	Accuracy: 0.260	 Current training data: 30
Train Episode: 17	Loss: 1.472564	Accuracy: 0.400	 Current training data: 30
Train Episode: 18	Loss: 1.402875	Accuracy: 0.480	 Current training data: 30
Train Episode: 19	Loss: 1.574908	Accuracy: 0.390	 Current training data: 30
Train Episode: 20	Loss: 1.498651	Accuracy: 0.360	 Current training data: 30
