Train Episode: 1	Loss: 3.771558	Accuracy: 0.020	Current Training Data: 5	Number of Tasks: 1	Loss 2: 2.707372	Accuracy 2: 0.310	Current Training Data Per Class 2: 10 	Number of Tasks 2: 1	 Total loss: 3.239465	 Total Accuracy: 0.165
Train Episode: 2	Loss: 5.261125	Accuracy: 0.000	Current Training Data: 17	Number of Tasks: 1	Loss 2: 2.403172	Accuracy 2: 0.450	Current Training Data Per Class 2: 27 	Number of Tasks 2: 1	 Total loss: 3.832149	 Total Accuracy: 0.225
Train Episode: 3	Loss: 1.840185	Accuracy: 0.490	Current Training Data: 32	Number of Tasks: 1	Loss 2: 14.269746	Accuracy 2: 0.000	Current Training Data Per Class 2: 38 	Number of Tasks 2: 1	 Total loss: 8.054965	 Total Accuracy: 0.245
Train Episode: 4	Loss: 3.968132	Accuracy: 0.000	Current Training Data: 5	Number of Tasks: 1	Loss 2: 3.839445	Accuracy 2: 0.200	Current Training Data Per Class 2: 6 	Number of Tasks 2: 1	 Total loss: 3.903789	 Total Accuracy: 0.100
Train Episode: 5	Loss: 1.291739	Accuracy: 0.580	Current Training Data: 30	Number of Tasks: 1	Loss 2: 9.782701	Accuracy 2: 0.000	Current Training Data Per Class 2: 21 	Number of Tasks 2: 1	 Total loss: 5.537220	 Total Accuracy: 0.290
Train Episode: 6	Loss: 1.770929	Accuracy: 0.420	Current Training Data: 21	Number of Tasks: 1	Loss 2: 8.645938	Accuracy 2: 0.000	Current Training Data Per Class 2: 27 	Number of Tasks 2: 1	 Total loss: 5.208434	 Total Accuracy: 0.210
Train Episode: 7	Loss: 1.587361	Accuracy: 0.400	Current Training Data: 35	Number of Tasks: 1	Loss 2: 7.336169	Accuracy 2: 0.000	Current Training Data Per Class 2: 12 	Number of Tasks 2: 1	 Total loss: 4.461765	 Total Accuracy: 0.200
Train Episode: 8	Loss: 1.457956	Accuracy: 0.560	Current Training Data: 27	Number of Tasks: 1	Loss 2: 6.380342	Accuracy 2: 0.000	Current Training Data Per Class 2: 25 	Number of Tasks 2: 1	 Total loss: 3.919149	 Total Accuracy: 0.280
Train Episode: 9	Loss: 4.082825	Accuracy: 0.000	Current Training Data: 17	Number of Tasks: 1	Loss 2: 1.743754	Accuracy 2: 0.300	Current Training Data Per Class 2: 36 	Number of Tasks 2: 1	 Total loss: 2.913290	 Total Accuracy: 0.150
Train Episode: 10	Loss: 3.467420	Accuracy: 0.030	Current Training Data: 24	Number of Tasks: 1	Loss 2: 2.288751	Accuracy 2: 0.360	Current Training Data Per Class 2: 20 	Number of Tasks 2: 1	 Total loss: 2.878086	 Total Accuracy: 0.195
Train Episode: 11	Loss: 3.590345	Accuracy: 0.000	Current Training Data: 25	Number of Tasks: 1	Loss 2: 2.521796	Accuracy 2: 0.200	Current Training Data Per Class 2: 18 	Number of Tasks 2: 1	 Total loss: 3.056071	 Total Accuracy: 0.100
Train Episode: 12	Loss: 1.655695	Accuracy: 0.360	Current Training Data: 38	Number of Tasks: 1	Loss 2: 6.593363	Accuracy 2: 0.000	Current Training Data Per Class 2: 39 	Number of Tasks 2: 1	 Total loss: 4.124529	 Total Accuracy: 0.180
