Train Episode: 1	Loss: 1.546131	Accuracy: 0.200	 Current training data: 30
Train Episode: 2	Loss: 1.441826	Accuracy: 0.530	 Current training data: 30
Train Episode: 3	Loss: 1.045693	Accuracy: 0.540	 Current training data: 30
Train Episode: 4	Loss: 0.957233	Accuracy: 0.680	 Current training data: 30
Train Episode: 5	Loss: 1.465664	Accuracy: 0.470	 Current training data: 30
Train Episode: 6	Loss: 1.484299	Accuracy: 0.410	 Current training data: 30
Train Episode: 7	Loss: 1.112360	Accuracy: 0.410	 Current training data: 30
Train Episode: 8	Loss: 1.459916	Accuracy: 0.390	 Current training data: 30
Train Episode: 9	Loss: 1.286189	Accuracy: 0.640	 Current training data: 30
Train Episode: 10	Loss: 1.232981	Accuracy: 0.520	 Current training data: 30
Train Episode: 11	Loss: 1.393785	Accuracy: 0.380	 Current training data: 30
Train Episode: 12	Loss: 1.501877	Accuracy: 0.360	 Current training data: 30
Train Episode: 13	Loss: 1.549704	Accuracy: 0.430	 Current training data: 30
Train Episode: 14	Loss: 1.467714	Accuracy: 0.520	 Current training data: 30
Train Episode: 15	Loss: 1.332537	Accuracy: 0.540	 Current training data: 30
Train Episode: 16	Loss: 1.406152	Accuracy: 0.400	 Current training data: 30
Train Episode: 17	Loss: 1.393842	Accuracy: 0.450	 Current training data: 30
Train Episode: 18	Loss: 1.482696	Accuracy: 0.430	 Current training data: 30
Train Episode: 19	Loss: 1.453691	Accuracy: 0.360	 Current training data: 30
Train Episode: 20	Loss: 1.308765	Accuracy: 0.320	 Current training data: 30
